Entry_Name	Entry	Protein names	Gene Names	Organism	Gene Ontology IDs	Orthogroup	sampleA	sampleB	baseMeanA	baseMeanB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Transcript	Scaffold	Start	Stop	Direction
ABRU_DROME	Q24174	Protein abrupt (Protein clueless)	ab clu CG43860	Drosophila melanogaster (Fruit fly)	GO:0000122; GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0006357; GO:0007298; GO:0007423; GO:0008039; GO:0016198; GO:0016203; GO:0016319; GO:0035220; GO:0046872; GO:0048813	OG0012285	NEOSPISA	SPISA	33.93430414	79.62536546	55.25679942	-1.215363108	0.18154895	-6.694410017	2.17E-11	2.42E-10	TRINITY_GG_7542_c0_g2_i13.p1	Lko057S005001	158981	170359	+
NA	NA	NA	NA	NA	NA	OG0012252	NEOSPISA	SPISA	401.056954	750.6520555	564.2013347	-0.905828716	0.135371583	-6.691424424	2.21E-11	2.47E-10	TRINITY_GG_7479_c0_g1_i6.p1	Lko057S000393	1414410	1418275	+
NA	NA	NA	NA	NA	NA	OG0007568	NEOSPISA	SPISA	102.1991014	44.35447356	75.20494174	1.21392827	0.181661417	6.682367061	2.35E-11	2.62E-10	TRINITY_GG_25092_c4_g1_i3.p1	Lko057S010292	257635	263657	+
NA	NA	NA	NA	NA	NA	OG0004358	NEOSPISA	SPISA	60.80119927	21.92983338	42.66122852	1.463549634	0.220016044	6.652013223	2.89E-11	3.22E-10	TRINITY_GG_14866_c0_g1_i2.p1	Lko057S005499	25302	41766	+
NA	NA	NA	NA	NA	NA	OG0011504	NEOSPISA	SPISA	502.4803437	147.4613805	336.8048275	1.772230155	0.266540257	6.649014946	2.95E-11	3.29E-10	TRINITY_GG_5009_c3_g1_i1.p5	Lko057S001341	694526	696403	-
NA	NA	NA	NA	NA	NA	OG0004242	NEOSPISA	SPISA	22.64974922	0.514955835	12.32017898	5.674315401	0.854137257	6.643329692	3.07E-11	3.41E-10	TRINITY_GG_14371_c0_g1_i3.p1	Lko057S002774	465044	465928	-
AAR2_BOVIN	Q08DJ7	Protein AAR2 homolog (AAR2 splicing factor homolog)	AAR2	Bos taurus (Bovine)	GO:0000244; GO:0005681	OG0012263	NEOSPISA	SPISA	141.3193092	269.9455134	201.3448712	-0.93712685	0.141095479	-6.641792198	3.10E-11	3.44E-10	TRINITY_GG_7497_c1_g1_i9.p1	Lko057S000490	257348	263226	+
NA	NA	NA	NA	NA	NA	OG0008023	NEOSPISA	SPISA	1273.464212	2406.774144	1802.34218	-0.918455413	0.138517838	-6.630593042	3.34E-11	3.71E-10	TRINITY_GG_26721_c0_g1_i3.p1	Lko057S008303	18766	44188	-
NA	NA	NA	NA	NA	NA	OG0009868	NEOSPISA	SPISA	151.6609604	76.60784701	116.6361741	0.987281001	0.149174025	6.618317091	3.63E-11	4.03E-10	TRINITY_GG_32675_c0_g1_i12.p2	Lko057S001792	1105286	1125162	+
SYWM_MOUSE	Q9CYK1	"Tryptophan--tRNA ligase, mitochondrial, EC 6.1.1.2 ((Mt)TrpRS) (Tryptophanyl-tRNA synthetase, TrpRS)"	Wars2	Mus musculus (Mouse)	GO:0001570; GO:0004830; GO:0005524; GO:0005654; GO:0005739; GO:0005759; GO:0005886; GO:0006436; GO:0045766; GO:0070183	OG0004075	NEOSPISA	SPISA	0.890921583	15.9349899	7.911486799	-4.246646393	0.641925994	-6.615476606	3.70E-11	4.10E-10	TRINITY_GG_13809_c3_g1_i25.p1	Lko057S002428	355861	356193	-
NA	NA	NA	NA	NA	NA	OG0011688	NEOSPISA	SPISA	793.2657671	1719.729105	1225.615325	-1.116406725	0.168770192	-6.614952032	3.72E-11	4.11E-10	TRINITY_GG_559_c0_g1_i11.p1	Lko057S007912	210336	219909	-
SNKY_DROME	Q9VU52	Protein sneaky	snky CG11281	Drosophila melanogaster (Fruit fly)	GO:0001669; GO:0002080; GO:0008270; GO:0016021; GO:0035041; GO:0035042; GO:0035045; GO:0061630	OG0009698	NEOSPISA	SPISA	277.3716791	479.2178054	371.566538	-0.791089749	0.11964637	-6.611899291	3.79E-11	4.19E-10	TRINITY_GG_32121_c4_g1_i15.p1	Lko057S002569	164245	229816	-
NA	NA	NA	NA	NA	NA	OG0006152	NEOSPISA	SPISA	425.4437839	248.7362501	342.9802681	0.773693932	0.117132568	6.605284464	3.97E-11	4.38E-10	TRINITY_GG_20630_c3_g1_i7.p2	Lko057S005396	127935	136616	-
SNAK_DROME	P05049	"Serine protease snake, EC 3.4.21.-"	snk CG7996	Drosophila melanogaster (Fruit fly)	GO:0004252; GO:0005576; GO:0006508; GO:0009950; GO:0031638; GO:0045752	OG0005664	NEOSPISA	SPISA	492.8990592	288.1440263	397.3467105	0.776728424	0.117643748	6.602377416	4.05E-11	4.46E-10	TRINITY_GG_19233_c5_g1_i14.p1	Lko057S002038	139243	184826	-
S30BP_HUMAN	Q9UHR5	SAP30-binding protein (Transcriptional regulator protein HCNGP)	SAP30BP HCNGP HTRG HTRP	Homo sapiens (Human)	GO:0005634; GO:0005654; GO:0006355; GO:0009615; GO:0031065; GO:0045111; GO:0052472	OG0008940	NEOSPISA	SPISA	90.51244129	40.34637091	67.10160844	1.177344247	0.178414869	6.59891326	4.14E-11	4.56E-10	TRINITY_GG_29933_c0_g1_i41.p1	Lko057S000494	1214938	1218107	+
NA	NA	NA	NA	NA	NA	OG0005197	NEOSPISA	SPISA	29.2874621	68.3606078	47.52159676	-1.220709031	0.185093821	-6.595082554	4.25E-11	4.67E-10	TRINITY_GG_1752_c0_g1_i1.p2	Lko057S000759	1855550	1864689	+
CARME_DROME	Q9I7X6	"Carnosine N-methyltransferase, EC 2.1.1.22"	CG11596	Drosophila melanogaster (Fruit fly)	GO:0005634; GO:0005829; GO:0008757; GO:0030735; GO:0032259; GO:0035498	OG0008590	NEOSPISA	SPISA	69.82810878	141.6492824	103.3446565	-1.019651637	0.154619725	-6.59457672	4.26E-11	4.69E-10	TRINITY_GG_28714_c1_g1_i2.p1	Lko057S000989	1161899	1169673	-
NA	NA	NA	NA	NA	NA	OG0005251	NEOSPISA	SPISA	130.4355007	58.30759291	96.77581042	1.162398979	0.176555493	6.583759937	4.59E-11	5.03E-10	TRINITY_GG_17691_c0_g2_i1.p1	Lko057S002870	864481	866428	+
TRM2A_HUMAN	Q8IZ69	"tRNA (uracil-5-)-methyltransferase homolog A, EC 2.1.1.35 (mRNA (uracil-5-)-methyltransferase TRMT2A, EC 2.1.1.-)"	TRMT2A	Homo sapiens (Human)	GO:0003723; GO:0005829; GO:0006397; GO:0008169; GO:0030697	OG0003860	NEOSPISA	SPISA	128.2459858	222.6269655	172.290443	-0.79499624	0.120778712	-6.582254638	4.63E-11	5.08E-10	TRINITY_GG_13081_c0_g1_i10.p1	Lko057S010323	2364	12128	+
RAD9A_HUMAN	Q99638	"Cell cycle checkpoint control protein RAD9A, hRAD9, EC 3.1.11.2 (DNA repair exonuclease rad9 homolog A)"	RAD9A	Homo sapiens (Human)	GO:0000076; GO:0000077; GO:0005634; GO:0005654; GO:0005737; GO:0006281; GO:0006974; GO:0008408; GO:0008630; GO:0008853; GO:0017124; GO:0019899; GO:0019901; GO:0030896; GO:0031573; GO:0042826; GO:0071479; GO:1902231	OG0012165	NEOSPISA	SPISA	197.875585	110.1751614	156.9487207	0.839362318	0.127587707	6.578708398	4.75E-11	5.20E-10	TRINITY_GG_716_c3_g1_i1.p1	Lko057S002503	662916	670345	+
NA	NA	NA	NA	NA	NA	OG0007063	NEOSPISA	SPISA	1570.678076	3520.902983	2480.783032	-1.164612792	0.177044623	-6.578074894	4.77E-11	5.21E-10	TRINITY_GG_23613_c2_g1_i5.p1	Lko057S000762	612059	634621	+
NA	NA	NA	NA	NA	NA	OG0009010	NEOSPISA	SPISA	832.7166311	1683.606135	1229.7984	-1.015901608	0.154854519	-6.560361411	5.37E-11	5.86E-10	TRINITY_GG_30030_c1_g1_i3.p1	Lko057S005438	131373	151648	+
NA	NA	NA	NA	NA	NA	OG0011702	NEOSPISA	SPISA	220.7175582	130.2411479	178.4952334	0.760514867	0.11595958	6.558447946	5.44E-11	5.93E-10	TRINITY_GG_5706_c0_g1_i29.p2	Lko057S001507	779	20192	-
RB40C_HUMAN	Q96S21	Ras-related protein Rab-40C (Rar-like protein) (Ras-like protein family member 8C) (SOCS box-containing protein RAR3)	RAB40C RARL RASL8C	Homo sapiens (Human)	GO:0003924; GO:0005525; GO:0005768; GO:0005886; GO:0008021; GO:0016567; GO:0035556; GO:0043231; GO:0072659	OG0012555	NEOSPISA	SPISA	175.4939427	96.75512077	138.7491591	0.866076464	0.132086372	6.556894917	5.49E-11	5.99E-10	TRINITY_GG_8449_c0_g1_i2.p1	Lko057S001018	8226	8946	-
DHX16_PIG	Q767K6	"Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16, EC 3.6.4.13 (DEAH-box protein 16)"	DHX16 DDX16	Sus scrofa (Pig)	GO:0000398; GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005654; GO:0016887; GO:0071005	OG0011648	NEOSPISA	SPISA	222.051411	397.2015415	303.7881385	-0.838840574	0.128150202	-6.545760843	5.92E-11	6.44E-10	TRINITY_GG_5380_c3_g1_i44.p1	Lko057S005551	266676	273568	+
DPCD_DANRE	Q0P448	Protein DPCD	dpcd zgc:153412	Danio rerio (Zebrafish) (Brachydanio rerio)	NA	OG0008828	NEOSPISA	SPISA	428.3576941	228.90315	335.2789068	0.905134929	0.138402061	6.53989489	6.16E-11	6.69E-10	TRINITY_GG_29520_c0_g1_i52.p2	Lko057S005097	8853	9604	+
GPRK2_DROME	P32866	"G protein-coupled receptor kinase 2, EC 2.7.11.16"	Gprk2 Gprk-2 CG17998	Drosophila melanogaster (Fruit fly)	GO:0003384; GO:0004672; GO:0004674; GO:0004703; GO:0005524; GO:0005737; GO:0005886; GO:0006468; GO:0006963; GO:0007165; GO:0007476; GO:0009898; GO:0009966; GO:0010739; GO:0045752; GO:0045879; GO:0045880; GO:0048260; GO:0048601; GO:0050830; GO:0070273	OG0005331	NEOSPISA	SPISA	95.26738869	47.88808836	73.15704854	0.991140689	0.151548119	6.540105534	6.15E-11	6.69E-10	TRINITY_GG_18047_c2_g1_i3.p1	Lko057S002738	16059	70179	-
NA	NA	NA	NA	NA	NA	OG0012901	NEOSPISA	SPISA	705.1349626	1501.654724	1076.844185	-1.091140043	0.166949551	-6.535747078	6.33E-11	6.87E-10	TRINITY_GG_9585_c3_g1_i31.p1	Lko057S005341	424841	507845	+
FUT8_DROME	Q9VYV5	"Alpha-(1,6)-fucosyltransferase, Alpha1-6FucT, EC 2.4.1.68 (GDP-L-Fuc:N-acetyl-beta-D-glucosaminide alpha1,6-fucosyltransferase) (GDP-fucose--glycoprotein fucosyltransferase) (Glycoprotein 6-alpha-L-fucosyltransferase)"	FucT6 CG2448	Drosophila melanogaster (Fruit fly)	GO:0006487; GO:0008424; GO:0016021; GO:0018279; GO:0032580; GO:0036071; GO:0046368; GO:0046872; GO:0046921	OG0008545	NEOSPISA	SPISA	191.3985987	505.0940082	337.7897898	-1.404075723	0.215088306	-6.527903576	6.67E-11	7.23E-10	TRINITY_GG_28489_c1_g1_i16.p1	Lko057S000413	838958	851959	+
DCAM_RAT	P17708	"S-adenosylmethionine decarboxylase proenzyme, AdoMetDC, SAMDC, EC 4.1.1.50 [Cleaved into: S-adenosylmethionine decarboxylase alpha chain; S-adenosylmethionine decarboxylase beta chain ]"	Amd1	Rattus norvegicus (Rat)	GO:0001701; GO:0004014; GO:0005829; GO:0006557; GO:0006595; GO:0006597; GO:0008295; GO:0019810; GO:0042802; GO:0046500	OG0008972	NEOSPISA	SPISA	356.55334	207.3701361	286.9345115	0.781876145	0.119840977	6.524280439	6.83E-11	7.40E-10	TRINITY_GG_29977_c3_g1_i41.p2	Lko057S002376	443445	450567	+
NA	NA	NA	NA	NA	NA	OG0008244	NEOSPISA	SPISA	2784.995768	1477.882514	2175.009582	0.914057913	0.140107524	6.523974483	6.85E-11	7.40E-10	TRINITY_GG_27456_c9_g1_i1.p1	Lko057S001044	325120	327511	+
NA	NA	NA	NA	NA	NA	OG0012980	NEOSPISA	SPISA	59.4251002	113.7863735	84.79369442	-0.945063537	0.145577953	-6.491803999	8.48E-11	9.16E-10	TRINITY_GG_9812_c0_g1_i8.p1	Lko057S008473	3671	16298	+
TRM7_HUMAN	Q9UET6	"Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase, EC 2.1.1.205 (2'-O-ribose RNA methyltransferase TRM7 homolog) (Protein ftsJ homolog 1)"	FTSJ1 JM23	Homo sapiens (Human)	GO:0001510; GO:0002128; GO:0002181; GO:0005737; GO:0005829; GO:0006400; GO:0008173; GO:0008175; GO:0009020; GO:0030488; GO:0052666	OG0006308	NEOSPISA	SPISA	173.0255412	280.4832437	223.172469	-0.694996138	0.10708958	-6.489857716	8.59E-11	9.27E-10	TRINITY_GG_21236_c3_g1_i2.p1	Lko057S000330	138935	139816	+
PP12_SCHPO	P23880	"Serine/threonine-protein phosphatase PP1-2, EC 3.1.3.16 (Suppressor protein SDS21)"	sds21 SPCC31H12.05c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	GO:0000164; GO:0000785; GO:0004722; GO:0005634; GO:0005730; GO:0005737; GO:0007049; GO:0007059; GO:0007346; GO:0017018; GO:0046872; GO:0051301; GO:0072357; GO:2000784	OG0005143	NEOSPISA	SPISA	1022.204932	627.0373172	837.7933784	0.705697082	0.108797926	6.486310077	8.80E-11	9.48E-10	TRINITY_GG_17434_c0_g1_i1.p1	Lko057S000529	1535688	1644532	-
FBXL6_HUMAN	Q8N531	F-box/LRR-repeat protein 6 (F-box and leucine-rich repeat protein 6) (F-box protein FBL6) (FBL6A)	FBXL6 FBL6	Homo sapiens (Human)	GO:0000086; GO:0004842; GO:0005634; GO:0005829; GO:0006508; GO:0019005; GO:0031146; GO:0043153; GO:0051726	OG0010816	NEOSPISA	SPISA	329.335012	197.9182129	268.0071724	0.734097876	0.113221099	6.483755112	8.95E-11	9.63E-10	TRINITY_GG_35491_c0_g1_i2.p1	Lko057S003810	197949	204245	-
NA	NA	NA	NA	NA	NA	OG0012954	NEOSPISA	SPISA	162.8749493	87.82214583	127.8503077	0.883686952	0.13632563	6.482177635	9.04E-11	9.72E-10	TRINITY_GG_9737_c0_g1_i6.p1	Lko057S001895	665807	667053	+
TVP23_DROME	Q8IQC1	Uncharacterized Golgi apparatus membrane protein-like protein CG5021	CG5021	Drosophila melanogaster (Fruit fly)	GO:0009306; GO:0016192; GO:0030173	OG0004554	NEOSPISA	SPISA	83.77924751	159.3100662	119.0269629	-0.92803255	0.143217659	-6.479875164	9.18E-11	9.86E-10	TRINITY_GG_15541_c0_g1_i10.p1	Lko057S000219	1084768	1092701	-
NA	NA	NA	NA	NA	NA	OG0010471	NEOSPISA	SPISA	327.5641995	664.2658064	484.691616	-1.019501869	0.157612758	-6.468396849	9.90E-11	1.06E-09	TRINITY_GG_34650_c0_g1_i8.p1	Lko057S002098	124393	136977	+
AMACR_MOUSE	O09174	"Alpha-methylacyl-CoA racemase, EC 5.1.99.4 (2-methylacyl-CoA racemase)"	Amacr Macr1	Mus musculus (Mouse)	GO:0005102; GO:0005737; GO:0005739; GO:0005777; GO:0005886; GO:0006631; GO:0006699; GO:0008111; GO:0008206; GO:0008300; GO:0043231	OG0009206	NEOSPISA	SPISA	193.6322214	346.9174664	265.1653358	-0.836926227	0.129480894	-6.46370444	1.02E-10	1.10E-09	TRINITY_GG_30601_c2_g1_i2.p1	Lko057S000399	121265	123910	-
HMG2_DROME	Q24537	High mobility group protein DSP1 (Protein dorsal switch 1)	Dsp1 ssrp2 CG12223	Drosophila melanogaster (Fruit fly)	GO:0000122; GO:0003677; GO:0003697; GO:0005634; GO:0005654; GO:0005700; GO:0006268; GO:0006338; GO:0006357; GO:0007379; GO:0008134; GO:0008301; GO:0008348; GO:0017025; GO:0017055; GO:0032502; GO:0035218; GO:0043388; GO:0045892	OG0006663	NEOSPISA	SPISA	2636.850052	1727.04697	2212.27528	0.610602607	0.094535071	6.459006192	1.05E-10	1.13E-09	TRINITY_GG_2237_c0_g1_i19.p1	Lko057S002173	950023	953600	-
NA	NA	NA	NA	NA	NA	OG0004345	NEOSPISA	SPISA	405.1540194	218.1999721	317.9087973	0.8916833	0.138196461	6.452287531	1.10E-10	1.18E-09	TRINITY_GG_14824_c1_g1_i1.p1	Lko057S000830	6167	15557	-
CDK12_DROME	Q9VP22	"Cyclin-dependent kinase 12, EC 2.7.11.22, EC 2.7.11.23 (Cell division protein kinase 12, dCdk12)"	Cdk12 CG7597	Drosophila melanogaster (Fruit fly)	GO:0000228; GO:0000307; GO:0004693; GO:0005524; GO:0005634; GO:0005700; GO:0005703; GO:0006366; GO:0006368; GO:0006468; GO:0008024; GO:0008353; GO:0019908; GO:0030332; GO:0032968; GO:0070816; GO:0106310	OG0006701	NEOSPISA	SPISA	296.5380964	161.4007185	233.4739867	0.874058333	0.135512152	6.450036561	1.12E-10	1.19E-09	TRINITY_GG_22534_c0_g1_i20.p1	Lko057S001907	214593	235574	-
DHB4_RAT	P97852	"Peroxisomal multifunctional enzyme type 2, MFE-2 (17-beta-hydroxysteroid dehydrogenase 4, 17-beta-HSD 4) (D-bifunctional protein, DBP) (Multifunctional protein 2, MFP-2) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase, EC 1.1.1.n12; Enoyl-CoA hydratase 2, EC 4.2.1.107, EC 4.2.1.119 (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase) ]"	Hsd17b4 Edh17b4	Rattus norvegicus (Rat)	GO:0000038; GO:0003857; GO:0004300; GO:0004303; GO:0005777; GO:0006635; GO:0007568; GO:0008203; GO:0008209; GO:0008210; GO:0009410; GO:0014070; GO:0016508; GO:0016853; GO:0018812; GO:0030283; GO:0033989; GO:0036111; GO:0036112; GO:0042802; GO:0042803; GO:0044594; GO:0048545; GO:0060009; GO:0071407; GO:0106386	OG0012658	NEOSPISA	SPISA	1255.529077	2344.384264	1763.661498	-0.901092637	0.139791649	-6.445968997	1.15E-10	1.23E-09	TRINITY_GG_8772_c0_g1_i17.p1	Lko057S001648	10421	95283	-
NA	NA	NA	NA	NA	NA	OG0005556	NEOSPISA	SPISA	112.8085411	59.10996892	87.74920742	0.932088967	0.144643277	6.444053157	1.16E-10	1.24E-09	TRINITY_GG_18851_c0_g1_i4.p1	Lko057S001912	206295	218839	-
SF01_HUMAN	Q15637	"Splicing factor 1 (Mammalian branch point-binding protein, BBP, mBBP) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)"	SF1 ZFM1 ZNF162	Homo sapiens (Human)	GO:0000245; GO:0000389; GO:0000398; GO:0003714; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005681; GO:0005840; GO:0008270; GO:0016604; GO:0030238; GO:0030575; GO:0033327; GO:0042802; GO:0045131; GO:0048024; GO:0048662; GO:0050810; GO:0089701	OG0009787	NEOSPISA	SPISA	833.2901566	568.4712199	709.7079861	0.551509493	0.085688083	6.436244989	1.22E-10	1.30E-09	TRINITY_GG_32341_c5_g2_i9.p1	Lko057S001482	301323	318369	+
Y8328_DICDI	Q55GD2	Protein DDB_G0268328	DDB_G0268328	Dictyostelium discoideum (Slime mold)	GO:0005737	OG0004204	NEOSPISA	SPISA	336.4452943	168.3137729	257.9839176	0.996624794	0.154957615	6.431596131	1.26E-10	1.34E-09	TRINITY_GG_14243_c0_g1_i15.p1	Lko057S000137	940568	968046	-
NA	NA	NA	NA	NA	NA	OG0012557	NEOSPISA	SPISA	19.19150661	81.88036421	48.44630682	-2.096137131	0.326608478	-6.417889524	1.38E-10	1.47E-09	TRINITY_GG_8450_c0_g1_i4.p2	Lko057S001018	869111	905458	-
NUDC1_MOUSE	Q6PIP5	NudC domain-containing protein 1	Nudcd1	Mus musculus (Mouse)	GO:0005654; GO:0005829	OG0011273	NEOSPISA	SPISA	219.1240322	141.1565629	182.7392132	0.636539259	0.099233159	6.414582223	1.41E-10	1.50E-09	TRINITY_GG_4267_c0_g1_i45.p1	Lko057S012542	30389	38355	-
NA	NA	NA	NA	NA	NA	OG0009997	NEOSPISA	SPISA	12.8852839	37.65404619	24.44403964	-1.559811213	0.243229702	-6.412914225	1.43E-10	1.51E-09	TRINITY_GG_33246_c0_g1_i26.p2	Lko057S002808	335277	368609	-
NACA_DROME	Q94518	"Nascent polypeptide-associated complex subunit alpha, NAC-alpha (Alpha-NAC)"	Nacalpha aic CG8759	Drosophila melanogaster (Fruit fly)	GO:0005737; GO:0005854; GO:0006612; GO:0051082	OG0006102	NEOSPISA	SPISA	727.3907292	367.0876925	559.2493121	0.987594964	0.154225854	6.403562924	1.52E-10	1.61E-09	TRINITY_GG_20514_c0_g1_i1.p1	Lko057S000916	674265	675017	+
TM87A_XENTR	Q28EW0	Transmembrane protein 87A	tmem87a TGas047b06.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	GO:0000139; GO:0005794; GO:0005829; GO:0016020; GO:0016021; GO:0032580; GO:0042147	OG0007054	NEOSPISA	SPISA	539.3432414	283.2848862	419.8493423	0.926807536	0.144771953	6.401844533	1.54E-10	1.62E-09	TRINITY_GG_23605_c1_g1_i6.p1	Lko057S002410	150770	185677	-
NA	NA	NA	NA	NA	NA	OG0003401	NEOSPISA	SPISA	101.181496	56.04872534	80.11953634	0.855371132	0.133880436	6.389067434	1.67E-10	1.76E-09	TRINITY_GG_11874_c0_g1_i2.p1	Lko057S008909	25727	50817	+
NA	NA	NA	NA	NA	NA	OG0002944	NEOSPISA	SPISA	57.10607174	141.1576977	96.33016383	-1.29977013	0.203578964	-6.384599396	1.72E-10	1.81E-09	TRINITY_GG_10328_c0_g1_i49.p1	Lko057S000558	1612353	1637558	+
NA	NA	NA	NA	NA	NA	OG0012964	NEOSPISA	SPISA	338.6589534	160.1247992	255.3430148	1.082651057	0.169644969	6.381863634	1.75E-10	1.84E-09	TRINITY_GG_9745_c6_g1_i10.p1	Lko057S002299	147371	158290	+
ATG5_HUMAN	Q9H1Y0	Autophagy protein 5 (APG5-like) (Apoptosis-specific protein)	ATG5 APG5L ASP	Homo sapiens (Human)	GO:0000045; GO:0000422; GO:0001974; GO:0002718; GO:0005737; GO:0005776; GO:0005829; GO:0005930; GO:0006497; GO:0006501; GO:0006914; GO:0006995; GO:0009410; GO:0009620; GO:0010040; GO:0010659; GO:0010667; GO:0016020; GO:0016236; GO:0016567; GO:0019883; GO:0030424; GO:0030670; GO:0031397; GO:0032480; GO:0032991; GO:0034045; GO:0034274; GO:0035973; GO:0039689; GO:0042311; GO:0043687; GO:0044233; GO:0044804; GO:0045060; GO:0045824; GO:0048840; GO:0050687; GO:0050765; GO:0051279; GO:0051649; GO:0055015; GO:0060047; GO:0060548; GO:0061684; GO:0061739; GO:0070254; GO:0070257; GO:0071500; GO:1901096; GO:1902017; GO:1902617; GO:1904973; GO:2000378; GO:2000619	OG0007352	NEOSPISA	SPISA	59.86116907	124.9674066	90.24407993	-1.051311032	0.164750402	-6.381235001	1.76E-10	1.85E-09	TRINITY_GG_24531_c7_g1_i7.p1	Lko057S003059	209609	214348	-
NA	NA	NA	NA	NA	NA	OG0010236	NEOSPISA	SPISA	88.60814567	162.5066966	123.0941361	-0.878131629	0.13769112	-6.377547279	1.80E-10	1.89E-09	TRINITY_GG_33898_c1_g2_i3.p1	Lko057S007702	219810	221154	+
ELP4_XENLA	Q5XG58	Elongator complex protein 4	elp4	Xenopus laevis (African clawed frog)	GO:0002098; GO:0005737; GO:0006357; GO:0008023; GO:0008607; GO:0033588	OG0007444	NEOSPISA	SPISA	13.24525133	47.07700813	29.0334045	-1.850861128	0.290427792	-6.372878833	1.86E-10	1.95E-09	TRINITY_GG_24788_c0_g1_i1.p1	Lko057S002144	26412	35559	+
NA	NA	NA	NA	NA	NA	OG0008167	NEOSPISA	SPISA	26.685429	3.10960612	15.68337832	3.076335228	0.48313049	6.367503791	1.92E-10	2.02E-09	TRINITY_GG_27193_c0_g1_i3.p1	Lko057S000910	357005	367338	-
NA	NA	NA	NA	NA	NA	OG0003208	NEOSPISA	SPISA	33.52922283	7.53620062	21.3991458	2.139492089	0.336212292	6.363515384	1.97E-10	2.07E-09	TRINITY_GG_11310_c27_g1_i2.p1	Lko057S000533	561527	574635	+
NA	NA	NA	NA	NA	NA	OG0007073	NEOSPISA	SPISA	87.7408827	196.405972	138.4512577	-1.162418139	0.182766014	-6.360143832	2.02E-10	2.11E-09	TRINITY_GG_23642_c5_g1_i16.p1	Lko057S001319	2046318	2047517	-
NA	NA	NA	NA	NA	NA	OG0006116	NEOSPISA	SPISA	10.85146529	44.93586806	26.75751992	-2.073312197	0.326665488	-6.346896977	2.20E-10	2.30E-09	TRINITY_GG_20557_c0_g1_i17.p1	Lko057S000551	145121	151552	+
SCP2_RABIT	O62742	"Sterol carrier protein 2, SCP-2 (Acetyl-CoA C-myristoyltransferase, EC 2.3.1.155) (Non-specific lipid-transfer protein, NSL-TP) (Propanoyl-CoA C-acyltransferase, EC 2.3.1.176) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase, EC 2.3.1.16) (SCP-chi) (SCPX) (Sterol carrier protein X, SCP-X)"	SCP2	Oryctolagus cuniculus (Rabbit)	GO:0003988; GO:0005737; GO:0005739; GO:0005777; GO:0005782; GO:0005783; GO:0006635; GO:0006869; GO:0008206; GO:0008289; GO:0032367; GO:0033814; GO:0050632; GO:0050633; GO:0071071; GO:0120019; GO:0120020	OG0005262	NEOSPISA	SPISA	921.9618543	1751.740694	1309.19198	-0.925433732	0.145869796	-6.344245064	2.24E-10	2.34E-09	TRINITY_GG_17729_c0_g1_i10.p1	Lko057S006185	49055	121018	+
NA	NA	NA	NA	NA	NA	OG0010284	NEOSPISA	SPISA	2971.686505	5709.216885	4249.200682	-0.941978922	0.148565822	-6.340482006	2.29E-10	2.39E-09	TRINITY_GG_34022_c1_g1_i34.p1	Lko057S003111	1388502	1391429	+
NA	NA	NA	NA	NA	NA	OG0011690	NEOSPISA	SPISA	1355.31968	738.6238601	1067.528297	0.876496036	0.138273139	6.338874215	2.31E-10	2.41E-09	TRINITY_GG_5602_c1_g1_i9.p1	Lko057S006238	3909	24886	-
KCC2A_DROME	Q00168	"Calcium/calmodulin-dependent protein kinase type II alpha chain, CaM-kinase II alpha chain, EC 2.7.11.17"	CaMKII CaM CG18069	Drosophila melanogaster (Fruit fly)	GO:0001818; GO:0004674; GO:0004683; GO:0005516; GO:0005524; GO:0005737; GO:0006468; GO:0007268; GO:0007528; GO:0007611; GO:0007616; GO:0007619; GO:0008049; GO:0008582; GO:0009267; GO:0010888; GO:0030424; GO:0030425; GO:0032226; GO:0043005; GO:0045211; GO:0048786; GO:0051489; GO:0060278; GO:0106310; GO:1990443	OG0010638	NEOSPISA	SPISA	27.51401973	6.67112327	17.78733472	2.058436388	0.325270811	6.328377207	2.48E-10	2.58E-09	TRINITY_GG_35104_c0_g1_i17.p1	Lko057S001922	206132	245221	+
OTC_PIG	O19072	"Ornithine transcarbamylase, mitochondrial, OTCase, EC 2.1.3.3 (Ornithine carbamoyltransferase, mitochondrial)"	OTC	Sus scrofa (Pig)	GO:0000050; GO:0004585; GO:0005739; GO:0005743; GO:0005759; GO:0016597; GO:0019240; GO:0042450; GO:0043231	OG0006755	NEOSPISA	SPISA	1190.219758	543.1697662	888.2630954	1.132607826	0.179012268	6.326984378	2.50E-10	2.60E-09	TRINITY_GG_22721_c6_g1_i4.p3	Lko057S001807	56873	57501	+
