Entry_Name	Entry	Protein names	Gene Names	Organism	Gene Ontology IDs	Orthogroup	sampleA	sampleB	baseMeanA	baseMeanB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Transcript	Scaffold	Start	Stop	Direction
NA	NA	NA	NA	NA	NA	OG0009551	KOHALENSIS	PARANIGRA	95.38908893	52.45826953	73.92367923	0.862501118	0.153963004	5.602002408	2.12E-08	1.96E-07	TRINITY_GG_31664_c0_g1_i5.p1	Lko057S001506	237597	241506	+
NA	NA	NA	NA	NA	NA	OG0002925	KOHALENSIS	PARANIGRA	38.57867202	93.75749398	66.168083	-1.287040579	0.229944342	-5.597183066	2.18E-08	2.01E-07	TRINITY_GG_10262_c2_g1_i8.p1	Lko057S002922	37950	56735	-
NA	NA	NA	NA	NA	NA	OG0004416	KOHALENSIS	PARANIGRA	262.9981651	181.060773	222.0294691	0.541777966	0.096822353	5.595587672	2.20E-08	2.02E-07	TRINITY_GG_1504_c0_g2_i15.p1	Lko057S004287	623667	624525	-
NA	NA	NA	NA	NA	NA	OG0005773	KOHALENSIS	PARANIGRA	44.76867193	88.39449772	66.58158482	-0.982505369	0.175593407	-5.595343162	2.20E-08	2.03E-07	TRINITY_GG_19588_c8_g1_i2.p1	Lko057S000924	584154	584948	-
IFT56_MACFA	Q4R7Z9	"Intraflagellar transport protein 56 (Tetratricopeptide repeat protein 26, TPR repeat protein 26)"	TTC26 IFT56 QtsA-13939 QtsA-17174	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	GO:0005813; GO:0005929; GO:0007224; GO:0015031; GO:0030992; GO:0035082; GO:0036064; GO:0042073; GO:0043005; GO:0060271; GO:0061512; GO:0120170; GO:1905198	OG0004977	KOHALENSIS	PARANIGRA	305.7219867	435.3557781	370.5388824	-0.509069818	0.091091688	-5.588543026	2.29E-08	2.10E-07	TRINITY_GG_16952_c2_g1_i21.p1	Lko057S001001	125026	129241	-
UTP18_DROME	Q9V7P1	U3 small nucleolar RNA-associated protein 18 homolog (Protein wicked) (WD repeat protein l(2)k07824)	wcd l(2)k07824 CG7989	Drosophila melanogaster (Fruit fly)	GO:0005634; GO:0005730; GO:0006364; GO:0007405; GO:0030532; GO:0032040; GO:0034388; GO:0042585; GO:0048132	OG0012828	KOHALENSIS	PARANIGRA	75.51638391	138.4087572	106.9625705	-0.881102494	0.157840495	-5.582233454	2.37E-08	2.18E-07	TRINITY_GG_9329_c0_g1_i1.p1	Lko057S002493	111005	132783	+
NA	NA	NA	NA	NA	NA	OG0010009	KOHALENSIS	PARANIGRA	8.327363649	27.33370928	17.83053646	-1.715606348	0.307442403	-5.58025285	2.40E-08	2.20E-07	TRINITY_GG_3327_c0_g1_i2.p1	Lko057S000460	16628	16750	-
NA	NA	NA	NA	NA	NA	OG0003679	KOHALENSIS	PARANIGRA	79.37194636	175.0038023	127.1878743	-1.144570312	0.20521063	-5.577539085	2.44E-08	2.24E-07	TRINITY_GG_12594_c4_g1_i4.p1	Lko057S001859	5469	15704	+
NA	NA	NA	NA	NA	NA	OG0005078	KOHALENSIS	PARANIGRA	74.36226437	144.1633675	109.2628159	-0.954179697	0.171322909	-5.569481053	2.55E-08	2.34E-07	TRINITY_GG_17203_c0_g1_i3.p1	Lko057S001103	55821	70846	+
NA	NA	NA	NA	NA	NA	OG0009736	KOHALENSIS	PARANIGRA	90.83186051	163.0798964	126.9558784	-0.838335157	0.150593074	-5.566890537	2.59E-08	2.37E-07	TRINITY_GG_32192_c5_g1_i1.p1	Lko057S004776	65125	99175	-
CFA57_HUMAN	Q96MR6	Cilia- and flagella-associated protein 57 (WD repeat-containing protein 65)	CFAP57 WDR65	Homo sapiens (Human)	NA	OG0009403	KOHALENSIS	PARANIGRA	727.6695235	436.8067458	582.2381346	0.734656427	0.13222298	5.556193229	2.76E-08	2.52E-07	TRINITY_GG_31197_c0_g1_i81.p1	Lko057S000677	120612	143240	+
CU213_LOCMI	P82167	Cuticle protein 21.3 (LmNCP21.3)	NA	Locusta migratoria (Migratory locust)	GO:0042302	OG0010294	KOHALENSIS	PARANIGRA	21.50896353	80.57768877	51.04332615	-1.903453274	0.34266748	-5.554811545	2.78E-08	2.54E-07	TRINITY_GG_34025_c0_g1_i8.p1	Lko057S003111	225840	230200	+
NA	NA	NA	NA	NA	NA	OG0010748	KOHALENSIS	PARANIGRA	40.0150528	82.76650266	61.39077773	-1.04127275	0.187507899	-5.553220707	2.80E-08	2.56E-07	TRINITY_GG_35298_c1_g1_i1.p1	Lko057S003215	4955	6390	+
NA	NA	NA	NA	NA	NA	OG0007532	KOHALENSIS	PARANIGRA	30.53186317	72.72909495	51.63047906	-1.253098776	0.225791469	-5.549805684	2.86E-08	2.61E-07	TRINITY_GG_25016_c10_g1_i12.p1	Lko057S002078	13773	41782	+
HYKK_MOUSE	Q5U5V2	"Hydroxylysine kinase, 5-hydroxy-L-lysine kinase, EC 2.7.1.81 (Aminoglycoside phosphotransferase domain-containing protein 1)"	Hykk Agphd1	Mus musculus (Mouse)	GO:0005737; GO:0016310; GO:0019202; GO:0047992	OG0012950	KOHALENSIS	PARANIGRA	68.88317342	32.4582965	50.67073496	1.091787168	0.197026175	5.541330579	3.00E-08	2.73E-07	TRINITY_GG_9736_c0_g1_i24.p1	Lko057S001895	71241	71967	+
PHLP_HUMAN	Q13371	"Phosducin-like protein, PHLP"	PDCL PHLOP1 PhLP1	Homo sapiens (Human)	GO:0005737; GO:0005829; GO:0005929; GO:0007165; GO:0007601; GO:0008277; GO:0030030; GO:0045880; GO:1902605	OG0008465	KOHALENSIS	PARANIGRA	63.9577248	179.0566769	121.5072009	-1.487518142	0.268723869	-5.535489452	3.10E-08	2.82E-07	TRINITY_GG_28174_c0_g1_i1.p1	Lko057S002897	87987	88853	+
SPIDR_HUMAN	Q14159	DNA repair-scaffolding protein (Scaffolding protein involved in DNA repair)	SPIDR KIAA0146	Homo sapiens (Human)	GO:0000228; GO:0000724; GO:0005654; GO:0006974; GO:0010569; GO:0031334; GO:0070202; GO:0071479; GO:0072711; GO:0072757; GO:2000781	OG0009474	KOHALENSIS	PARANIGRA	160.4169978	57.49258406	108.9547909	1.480713508	0.268685995	5.510944129	3.57E-08	3.24E-07	TRINITY_GG_31449_c5_g1_i7.p1	Lko057S001329	428981	445393	-
ATPF2_BOVIN	Q1LZ96	ATP synthase mitochondrial F1 complex assembly factor 2	ATPAF2	Bos taurus (Bovine)	GO:0005739; GO:0005829; GO:0016607; GO:0033615	OG0004861	KOHALENSIS	PARANIGRA	83.49292531	140.2261203	111.8595228	-0.751037017	0.13631286	-5.509656375	3.60E-08	3.26E-07	TRINITY_GG_16581_c0_g1_i38.p2	Lko057S000524	370592	372691	+
NA	NA	NA	NA	NA	NA	OG0007862	KOHALENSIS	PARANIGRA	1.560094755	18.79506352	10.17757914	-3.651270833	0.662762554	-5.509168873	3.61E-08	3.27E-07	TRINITY_GG_26146_c0_g1_i2.p1	Lko057S002492	380325	383000	-
PO12_NASVI	Q03270	"Retrovirus-related Pol polyprotein from type-1 retrotransposable element R1 2 (Retrovirus-related Pol polyprotein from type I retrotransposable element R1 2) [Includes: Reverse transcriptase, EC 2.7.7.49; Endonuclease ]"	NA	Nasonia vitripennis (Parasitic wasp)	GO:0003964; GO:0004519	OG0007189	KOHALENSIS	PARANIGRA	11.90239713	0.631332751	6.266864942	4.246805088	0.772464391	5.497735738	3.85E-08	3.48E-07	TRINITY_GG_24042_c0_g1_i1.p2	Lko057S000773	1648728	1649030	-
NA	NA	NA	NA	NA	NA	OG0007061	KOHALENSIS	PARANIGRA	799.7223398	2560.105844	1679.914092	-1.678980413	0.305394077	-5.497750419	3.85E-08	3.48E-07	TRINITY_GG_23609_c0_g1_i2.p1	Lko057C124568	709	1885	+
NA	NA	NA	NA	NA	NA	OG0007765	KOHALENSIS	PARANIGRA	46.30558137	101.1804183	73.74299983	-1.12827924	0.205212047	-5.498114068	3.84E-08	3.48E-07	TRINITY_GG_25850_c1_g1_i3.p1	Lko057S001688	202511	213546	-
XRCC6_HUMAN	P12956	"X-ray repair cross-complementing protein 6, EC 3.6.4.-, EC 4.2.99.- (5'-deoxyribose-5-phosphate lyase Ku70, 5'-dRP lyase Ku70) (70 kDa subunit of Ku antigen) (ATP-dependent DNA helicase 2 subunit 1) (ATP-dependent DNA helicase II 70 kDa subunit) (CTC box-binding factor 75 kDa subunit, CTC75, CTCBF) (DNA repair protein XRCC6) (Lupus Ku autoantigen protein p70, Ku70) (Thyroid-lupus autoantigen, TLAA) (X-ray repair complementing defective repair in Chinese hamster cells 6)"	XRCC6 G22P1	Homo sapiens (Human)	GO:0000723; GO:0000725; GO:0000781; GO:0000783; GO:0000976; GO:0002218; GO:0003677; GO:0003678; GO:0003684; GO:0003690; GO:0003723; GO:0005524; GO:0005576; GO:0005634; GO:0005654; GO:0005667; GO:0005730; GO:0005829; GO:0006266; GO:0006303; GO:0008022; GO:0008094; GO:0016020; GO:0016787; GO:0030332; GO:0032991; GO:0032993; GO:0034774; GO:0042162; GO:0043564; GO:0044877; GO:0045087; GO:0045621; GO:0045860; GO:0045892; GO:0045893; GO:0045944; GO:0048660; GO:0051575; GO:0070418; GO:0070419; GO:0071480; GO:0071481; GO:0097110; GO:0097680; GO:1904813	OG0005393	KOHALENSIS	PARANIGRA	280.4631731	420.1236364	350.2934047	-0.581722397	0.105830333	-5.496745409	3.87E-08	3.50E-07	TRINITY_GG_18289_c1_g1_i47.p1	Lko057S000238	316220	330310	-
FCL_MOUSE	P23591	"GDP-L-fucose synthase, EC 1.1.1.271 (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase) (Protein FX) (Red cell NADP(H)-binding protein) (Transplantation antigen P35B) (Tum-P35B antigen)"	Gfus P35b Tsta3 Tstap35b	Mus musculus (Mouse)	GO:0001913; GO:0010595; GO:0019673; GO:0042351; GO:0042802; GO:0047918; GO:0050577; GO:1904906	OG0006981	KOHALENSIS	PARANIGRA	156.5527081	90.54543944	123.5490738	0.7881102	0.143394427	5.496100629	3.88E-08	3.51E-07	TRINITY_GG_23427_c0_g1_i98.p2	Lko057S002036	209948	216491	+
NA	NA	NA	NA	NA	NA	OG0004785	KOHALENSIS	PARANIGRA	10078.06541	7129.027182	8603.546297	0.499555595	0.090924285	5.49419329	3.93E-08	3.54E-07	TRINITY_GG_16331_c0_g1_i31.p1	Lko057S001396	543895	546839	+
DOCK3_HUMAN	Q8IZD9	"Dedicator of cytokinesis protein 3 (Modifier of cell adhesion) (Presenilin-binding protein, PBP)"	DOCK3 KIAA0299 MOCA	Homo sapiens (Human)	GO:0005085; GO:0005737; GO:0005829; GO:0005886; GO:0007264; GO:0017124; GO:0031267; GO:0051056; GO:1903997	OG0010582	KOHALENSIS	PARANIGRA	45.27111953	14.15943341	29.71527647	1.654954735	0.301299281	5.49272712	3.96E-08	3.57E-07	TRINITY_GG_34946_c2_g1_i4.p1	Lko057S004698	198279	224357	-
NA	NA	NA	NA	NA	NA	OG0007159	KOHALENSIS	PARANIGRA	242.4866699	389.4532016	315.9699357	-0.683806924	0.124565881	-5.489520251	4.03E-08	3.63E-07	TRINITY_GG_23879_c0_g1_i74.p3	Lko057S001378	5110	32162	+
NA	NA	NA	NA	NA	NA	OG0009208	KOHALENSIS	PARANIGRA	13.31643893	33.47666779	23.39655336	-1.332402066	0.242826082	-5.487063226	4.09E-08	3.68E-07	TRINITY_GG_30606_c3_g1_i1.p1	Lko057S002168	80455	80889	+
NA	NA	NA	NA	NA	NA	OG0007196	KOHALENSIS	PARANIGRA	757.7806795	983.482502	870.6315908	-0.376926192	0.06872743	-5.48436328	4.15E-08	3.73E-07	TRINITY_GG_24061_c1_g1_i5.p1	Lko057S000773	143673	163851	-
NA	NA	NA	NA	NA	NA	OG0010753	KOHALENSIS	PARANIGRA	293.2242511	186.5998624	239.9120568	0.654615802	0.119394781	5.482784051	4.19E-08	3.76E-07	TRINITY_GG_35347_c0_g1_i4.p1	Lko057S000179	1082397	1084025	-
RSBNL_HUMAN	Q6PCB5	"Lysine-specific demethylase RSBN1L, EC 1.14.11.- (Round spermatid basic protein 1-like protein)"	RSBN1L	Homo sapiens (Human)	GO:0005634; GO:0046872; GO:0051213	OG0003111	KOHALENSIS	PARANIGRA	233.5046876	147.889609	190.6971483	0.660041891	0.120431185	5.480655968	4.24E-08	3.80E-07	TRINITY_GG_10921_c0_g2_i2.p1	Lko057S005634	22644	49916	-
SRSF2_BOVIN	Q3MHR5	"Serine/arginine-rich splicing factor 2 (Splicing component, 35 kDa) (Splicing factor SC35, SC-35) (Splicing factor, arginine/serine-rich 2)"	SRSF2 SFRS2	Bos taurus (Bovine)	GO:0000381; GO:0000398; GO:0003723; GO:0005681; GO:0005737; GO:0005829; GO:0016607; GO:0036002	OG0006061	KOHALENSIS	PARANIGRA	369.987944	256.4168925	313.2024183	0.530909152	0.096887823	5.479627198	4.26E-08	3.82E-07	TRINITY_GG_2033_c1_g2_i10.p2	Lko057S001901	276630	279311	+
NA	NA	NA	NA	NA	NA	OG0011243	KOHALENSIS	PARANIGRA	103.4306814	43.62861941	73.52965042	1.232542395	0.224928511	5.479707268	4.26E-08	3.82E-07	TRINITY_GG_4207_c1_g1_i4.p2	Lko057S006623	438361	449900	-
NA	NA	NA	NA	NA	NA	OG0004669	KOHALENSIS	PARANIGRA	331.575471	203.6077872	267.5916291	0.704895409	0.12867254	5.478211643	4.30E-08	3.84E-07	TRINITY_GG_15990_c0_g1_i2.p1	Lko057S000633	16636	34825	-
NA	NA	NA	NA	NA	NA	OG0011440	KOHALENSIS	PARANIGRA	105.3433859	197.44776	151.395573	-0.909372062	0.166105039	-5.474680772	4.38E-08	3.92E-07	TRINITY_GG_4862_c1_g1_i6.p1	Lko057S009810	43232	99607	+
DDX54_MOUSE	Q8K4L0	"ATP-dependent RNA helicase DDX54, EC 3.6.4.13 (DEAD box protein 54)"	Ddx54	Mus musculus (Mouse)	GO:0003714; GO:0003723; GO:0003724; GO:0005102; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005794; GO:0006364; GO:0006396; GO:0016070; GO:0016887; GO:0030331	OG0010257	KOHALENSIS	PARANIGRA	760.0277993	953.6781055	856.8529524	-0.326199811	0.059595277	-5.473584959	4.41E-08	3.94E-07	TRINITY_GG_33949_c4_g1_i4.p1	Lko057S000917	761313	787262	+
CHI10_DROME	Q9W5U2	"Probable chitinase 10, EC 3.2.1.14 (Probable chitinase 1) (Probable chitinase 3)"	Cht10 Cht1 Cht3 CG18140	Drosophila melanogaster (Fruit fly)	GO:0000272; GO:0004568; GO:0005576; GO:0006032; GO:0008061	OG0008657	KOHALENSIS	PARANIGRA	112.5596452	232.8860253	172.7228353	-1.050140607	0.191952771	-5.470828066	4.48E-08	4.00E-07	TRINITY_GG_28933_c1_g1_i1.p1	Lko057S000663	1293183	1344238	-
NA	NA	NA	NA	NA	NA	OG0010995	KOHALENSIS	PARANIGRA	30.80497996	67.81849062	49.31173529	-1.136635867	0.207816964	-5.469408499	4.52E-08	4.02E-07	TRINITY_GG_36068_c25_g1_i42.p2	Lko057S003640	19077	25696	-
CF206_BOVIN	Q29RL1	Cilia- and flagella-associated protein 206	CFAP206	Bos taurus (Bovine)	GO:0001534; GO:0003341; GO:0003356; GO:0005930; GO:0007288; GO:0031514; GO:0035082; GO:0036064; GO:1901317	OG0006298	KOHALENSIS	PARANIGRA	970.6593007	647.2131704	808.9362356	0.584567972	0.106961506	5.465218237	4.62E-08	4.12E-07	TRINITY_GG_21228_c5_g1_i8.p2	Lko057S000330	1309740	1319700	+
GLYC_BOMMO	Q2F5L3	"Serine hydroxymethyltransferase, SHMT, EC 2.1.2.1 (Glycine hydroxymethyltransferase) (Serine methylase) (bmSHMT)"	692975	Bombyx mori (Silk moth)	GO:0004372; GO:0006565; GO:0008168; GO:0019264; GO:0030170; GO:0032259; GO:0035999; GO:0051289	OG0005806	KOHALENSIS	PARANIGRA	435.1928416	712.0943146	573.6435781	-0.71062641	0.130111561	-5.46167001	4.72E-08	4.20E-07	TRINITY_GG_19637_c1_g1_i2.p1	Lko057S003448	121812	126173	-
IF122_XENTR	A8WGF4	Intraflagellar transport protein 122 homolog	ift122	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	GO:0005737; GO:0005929; GO:0030991; GO:0035721; GO:0036064; GO:0042073; GO:0045879; GO:0060271; GO:0061512; GO:0097730; GO:1905515	OG0007116	KOHALENSIS	PARANIGRA	493.4943954	336.0663811	414.7803882	0.553721567	0.101526954	5.453936567	4.93E-08	4.38E-07	TRINITY_GG_23799_c0_g1_i9.p1	Lko057S000366	190846	215629	-
PCY1A_HUMAN	P49585	"Choline-phosphate cytidylyltransferase A, EC 2.7.7.15 (CCT-alpha) (CTP:phosphocholine cytidylyltransferase A, CCT A, CT A) (Phosphorylcholine transferase A)"	PCYT1A CTPCT PCYT1	Homo sapiens (Human)	GO:0004105; GO:0005516; GO:0005634; GO:0005635; GO:0005783; GO:0005789; GO:0005829; GO:0005886; GO:0006656; GO:0006657; GO:0031210; GO:0042587; GO:0042802; GO:0042803	OG0012350	KOHALENSIS	PARANIGRA	376.5835706	276.3679704	326.4757705	0.446837725	0.081959772	5.451915174	4.98E-08	4.42E-07	TRINITY_GG_7784_c0_g1_i9.p1	Lko057S002839	744283	779621	+
RM38_HUMAN	Q96DV4	"39S ribosomal protein L38, mitochondrial, L38mt, MRP-L38 (Mitochondrial large ribosomal subunit protein mL38)"	MRPL38 HSPC262	Homo sapiens (Human)	GO:0005739; GO:0005743; GO:0005762; GO:0032543	OG0003818	KOHALENSIS	PARANIGRA	686.3812039	961.0157921	823.698498	-0.484357324	0.088970221	-5.444038644	5.21E-08	4.62E-07	TRINITY_GG_12980_c0_g1_i1.p1	Lko057S000415	530862	534646	-
GALT5_DROME	Q6WV17	"Polypeptide N-acetylgalactosaminyltransferase 5, pp-GaNTase 5, EC 2.4.1.41 (Protein-UDP acetylgalactosaminyltransferase 5) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 5)"	Pgant5 CG31651	Drosophila melanogaster (Fruit fly)	GO:0000139; GO:0004653; GO:0005794; GO:0005795; GO:0006493; GO:0009312; GO:0012505; GO:0016021; GO:0030246; GO:0046872	OG0007102	KOHALENSIS	PARANIGRA	283.0175103	402.1140543	342.5657823	-0.505247462	0.092821495	-5.443216166	5.23E-08	4.64E-07	TRINITY_GG_23686_c0_g2_i4.p2	Lko057S002962	381917	388500	+
NA	NA	NA	NA	NA	NA	OG0009962	KOHALENSIS	PARANIGRA	149.3419933	319.0654872	234.2037403	-1.095332786	0.201538108	-5.434866868	5.48E-08	4.86E-07	TRINITY_GG_33089_c0_g1_i7.p1	Lko057S010373	15080	32539	+
MEGF8_MOUSE	P60882	"Multiple epidermal growth factor-like domains protein 8, Multiple EGF-like domains protein 8 (Epidermal growth factor-like protein 4, EGF-like protein 4)"	Megf8 Egfl4	Mus musculus (Mouse)	GO:0003143; GO:0005509; GO:0005634; GO:0007368; GO:0009887; GO:0009888; GO:0010468; GO:0016021; GO:0030326; GO:0030509; GO:0035108; GO:0042074; GO:0045879; GO:0048704; GO:0048842; GO:0055113; GO:0060971; GO:0060972; GO:0060976; GO:0061371; GO:0071907; GO:0097094; GO:0097155	OG0010858	KOHALENSIS	PARANIGRA	24.65853408	86.35927161	55.50890285	-1.813751344	0.333773381	-5.434080269	5.51E-08	4.87E-07	TRINITY_GG_35656_c5_g2_i1.p1	Lko057S001914	568450	591339	-
SEM1A_DROME	Q24322	"Semaphorin-1A (Semaphorin-I, Sema I)"	Sema1a Dsema-I Sema-1a CG18405	Drosophila melanogaster (Fruit fly)	GO:0005615; GO:0005886; GO:0007411; GO:0007416; GO:0008039; GO:0008045; GO:0008201; GO:0016021; GO:0016199; GO:0030215; GO:0030335; GO:0045499; GO:0045792; GO:0048813; GO:0048843; GO:0050919; GO:0071526; GO:2000305	OG0012918	KOHALENSIS	PARANIGRA	224.64733	126.2998607	175.4735954	0.830482646	0.152827829	5.434106169	5.51E-08	4.87E-07	TRINITY_GG_9682_c1_g2_i9.p1	Lko057S000628	955641	1424426	+
NA	NA	NA	NA	NA	NA	OG0012523	KOHALENSIS	PARANIGRA	940.9948441	1454.335581	1197.665212	-0.627631365	0.115555464	-5.431429583	5.59E-08	4.94E-07	TRINITY_GG_8283_c3_g1_i5.p1	Lko057S002826	155162	161914	+
HEAT1_HUMAN	Q9H583	"HEAT repeat-containing protein 1 (Protein BAP28) (U3 small nucleolar RNA-associated protein 10 homolog) [Cleaved into: HEAT repeat-containing protein 1, N-terminally processed ]"	HEATR1 BAP28 UTP10	Homo sapiens (Human)	GO:0000462; GO:0001650; GO:0003723; GO:0005654; GO:0005730; GO:0005739; GO:0016020; GO:0030515; GO:0030686; GO:0032040; GO:0034455; GO:0045943; GO:2000234	OG0011062	KOHALENSIS	PARANIGRA	560.7060012	382.9542251	471.8301132	0.549302841	0.101180291	5.428950973	5.67E-08	5.00E-07	TRINITY_GG_3734_c0_g1_i1.p1	Lko057S004301	14414	34047	-
NA	NA	NA	NA	NA	NA	OG0011043	KOHALENSIS	PARANIGRA	7926.164068	5175.46268	6550.813374	0.615104763	0.113386178	5.424865491	5.80E-08	5.11E-07	TRINITY_GG_3697_c0_g1_i2.p1	Lko057S002068	341646	351634	+
FUBP1_HUMAN	Q96AE4	"Far upstream element-binding protein 1, FBP, FUSE-binding protein 1 (DNA helicase V, hDH V)"	FUBP1	Homo sapiens (Human)	GO:0003697; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005737; GO:0010468; GO:0010628	OG0005552	KOHALENSIS	PARANIGRA	1431.153162	1031.191575	1231.172369	0.472228707	0.087091889	5.422189258	5.89E-08	5.18E-07	TRINITY_GG_18849_c1_g1_i8.p1	Lko057S001327	604523	627572	+
DMAC2_MOUSE	Q9D7K5	Distal membrane-arm assembly complex protein 2 (ATP synthase subunit s-like protein)	Dmac2 Atp5sl	Mus musculus (Mouse)	GO:0005739; GO:0005747; GO:0019005; GO:0031146; GO:0032981	OG0005440	KOHALENSIS	PARANIGRA	40.52973407	89.08338137	64.80655772	-1.130498481	0.208556058	-5.420597673	5.94E-08	5.23E-07	TRINITY_GG_18402_c38_g1_i1.p1	Lko057S002750	105824	106633	+
NA	NA	NA	NA	NA	NA	OG0011297	KOHALENSIS	PARANIGRA	478.9285721	891.8346334	685.3816027	-0.896463932	0.165486134	-5.417154356	6.06E-08	5.32E-07	TRINITY_GG_4371_c5_g1_i9.p1	Lko057S003339	437505	441845	-
NA	NA	NA	NA	NA	NA	OG0004446	KOHALENSIS	PARANIGRA	515.3549803	744.7571192	630.0560497	-0.530280176	0.097968515	-5.412761194	6.21E-08	5.45E-07	TRINITY_GG_1511_c1_g1_i4.p1	Lko057S004998	243713	249809	-
RN146_RAT	Q5XIK5	"E3 ubiquitin-protein ligase RNF146, EC 2.3.2.27 (Iduna) (RING finger protein 146) (RING-type E3 ubiquitin transferase RNF146)"	Rnf146	Rattus norvegicus (Rat)	GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0006511; GO:0008270; GO:0016055; GO:0051865; GO:0061630; GO:0070936; GO:0071333; GO:0071456; GO:0072572; GO:0090263; GO:1903206	OG0012082	KOHALENSIS	PARANIGRA	329.0637823	459.2149458	394.1393641	-0.478889286	0.088510524	-5.410534966	6.28E-08	5.51E-07	TRINITY_GG_6833_c13_g1_i7.p1	Lko057S004588	428983	435407	+
NA	NA	NA	NA	NA	NA	OG0010689	KOHALENSIS	PARANIGRA	90.4461698	42.54213123	66.49415051	1.092997539	0.202447117	5.398928658	6.70E-08	5.88E-07	TRINITY_GG_35158_c0_g1_i5.p1	Lko057S001552	1407641	1454776	+
UGDH_DROME	O02373	"UDP-glucose 6-dehydrogenase, UDP-Glc dehydrogenase, UDP-GlcDH, UDPGDH, EC 1.1.1.22 (Protein sugarless) (Protein suppenkasper)"	sgl kiwi ska CG10072	Drosophila melanogaster (Fruit fly)	GO:0003979; GO:0005634; GO:0005829; GO:0006024; GO:0006065; GO:0007367; GO:0007427; GO:0007509; GO:0008543; GO:0015014; GO:0016055; GO:0030206; GO:0051287	OG0006596	KOHALENSIS	PARANIGRA	272.9982486	166.1182415	219.5582451	0.712810939	0.132180491	5.392709104	6.94E-08	6.08E-07	TRINITY_GG_22270_c1_g1_i9.p1	Lko057S000820	17800	23092	+
NA	NA	NA	NA	NA	NA	OG0006026	KOHALENSIS	PARANIGRA	119.1082573	504.3342914	311.7212743	-2.082796356	0.386304778	-5.391588398	6.98E-08	6.11E-07	TRINITY_GG_20269_c0_g1_i12.p2	Lko057S001427	566821	568413	-
NA	NA	NA	NA	NA	NA	OG0009969	KOHALENSIS	PARANIGRA	114.4310786	61.68865482	88.05986673	0.89666694	0.166458173	5.386740248	7.17E-08	6.27E-07	TRINITY_GG_33096_c0_g1_i15.p1	Lko057S011332	14256	28172	+
BICC_DROME	Q24009	Protein bicaudal C	BicC CG4824	Drosophila melanogaster (Fruit fly)	GO:0000226; GO:0000278; GO:0003729; GO:0005737; GO:0007297; GO:0007319; GO:0008104; GO:0030036; GO:0048477	OG0011538	KOHALENSIS	PARANIGRA	30.81888135	70.27840212	50.54864174	-1.19380737	0.221658853	-5.38578701	7.21E-08	6.30E-07	TRINITY_GG_5052_c0_g2_i5.p1	Lko057S002153	37147	49923	-
NA	NA	NA	NA	NA	NA	OG0010382	KOHALENSIS	PARANIGRA	84.31652605	32.05094936	58.18373771	1.390013774	0.258719889	5.372659123	7.76E-08	6.77E-07	TRINITY_GG_34292_c0_g2_i6.p1	Lko057S006845	49258	117087	+
SARDH_MOUSE	Q99LB7	"Sarcosine dehydrogenase, mitochondrial, SarDH, EC 1.5.8.3"	Sardh	Mus musculus (Mouse)	GO:0005542; GO:0005737; GO:0005739; GO:0005759; GO:0008480; GO:0016491; GO:0035999; GO:0050660; GO:1901053	OG0005709	KOHALENSIS	PARANIGRA	1504.032757	2465.337897	1984.685327	-0.713182506	0.13275512	-5.37216573	7.78E-08	6.78E-07	TRINITY_GG_19420_c0_g1_i22.p1	Lko057S007730	59048	89540	+
NA	NA	NA	NA	NA	NA	OG0003573	KOHALENSIS	PARANIGRA	1552.071874	805.5394384	1178.805656	0.94526165	0.175956059	5.37214607	7.78E-08	6.78E-07	TRINITY_GG_12299_c0_g1_i17.p1	Lko057S003838	2579882	2586757	+
NA	NA	NA	NA	NA	NA	OG0010690	KOHALENSIS	PARANIGRA	1291.906668	892.3563196	1092.131494	0.534853428	0.099653111	5.367152342	8.00E-08	6.96E-07	TRINITY_GG_35158_c1_g1_i1.p1	Lko057S001552	1528363	1533327	-
NA	NA	NA	NA	NA	NA	OG0006468	KOHALENSIS	PARANIGRA	0.602002125	15.16651116	7.884256643	-4.650012824	0.867297472	-5.361497036	8.25E-08	7.18E-07	TRINITY_GG_21730_c20_g1_i2.p1	Lko057S001137	612613	612957	-
NA	NA	NA	NA	NA	NA	OG0005920	KOHALENSIS	PARANIGRA	19.44731083	47.46571749	33.45651416	-1.281274369	0.238999496	-5.360991932	8.28E-08	7.19E-07	TRINITY_GG_1995_c1_g1_i16.p1	Lko057S000344	872575	903078	+
NA	NA	NA	NA	NA	NA	OG0010705	KOHALENSIS	PARANIGRA	324.1119481	449.8609512	386.9864496	-0.47233761	0.088176383	-5.356736043	8.47E-08	7.35E-07	TRINITY_GG_35227_c1_g1_i9.p1	Lko057S006332	309486	324345	+
