Orthogroup	lk	ln	lp	ls
OG0008325	TRINITY_GG_27683_c0_g1_i9.p1	TRINITY_GG_12866_c1_g1_i8.p1	TRINITY_GG_27651_c0_g1_i5.p1	TRINITY_GG_26115_c1_g1_i1.p1
OG0008326	TRINITY_GG_27683_c1_g1_i6.p1	TRINITY_GG_12866_c7_g1_i6.p1	TRINITY_GG_27651_c2_g1_i15.p1	TRINITY_GG_26115_c6_g1_i28.p1
OG0008327	TRINITY_GG_27685_c0_g1_i8.p1	TRINITY_GG_12866_c6_g1_i23.p1	TRINITY_GG_27651_c5_g2_i1.p1	TRINITY_GG_26115_c5_g1_i4.p1
OG0008328	TRINITY_GG_27686_c0_g1_i1.p1	TRINITY_GG_12866_c3_g1_i5.p1	TRINITY_GG_27651_c4_g1_i7.p1	TRINITY_GG_26115_c2_g1_i4.p1
OG0008329	TRINITY_GG_27690_c3_g1_i1.p1	TRINITY_GG_22211_c5_g1_i1.p1	TRINITY_GG_33059_c10_g1_i1.p1	TRINITY_GG_13140_c19_g1_i1.p1
OG0008330	TRINITY_GG_27690_c4_g1_i1.p1	TRINITY_GG_22211_c4_g1_i18.p1	TRINITY_GG_33061_c2_g1_i5.p1	TRINITY_GG_13139_c3_g1_i3.p1
OG0008331	TRINITY_GG_27690_c5_g1_i6.p1	TRINITY_GG_22211_c3_g1_i3.p1	TRINITY_GG_33059_c3_g1_i1.p1	TRINITY_GG_13140_c1_g1_i2.p1
OG0008332	TRINITY_GG_27690_c6_g1_i1.p1	TRINITY_GG_22211_c7_g1_i3.p1	TRINITY_GG_33059_c1_g1_i3.p2	TRINITY_GG_13140_c2_g1_i2.p1
OG0008333	TRINITY_GG_27690_c7_g1_i1.p1	TRINITY_GG_22211_c2_g1_i18.p1	TRINITY_GG_33059_c0_g1_i6.p1	TRINITY_GG_13140_c0_g1_i2.p1
OG0008334	TRINITY_GG_27700_c0_g1_i1.p1	TRINITY_GG_26597_c0_g2_i1.p1	TRINITY_GG_31019_c0_g2_i1.p1	TRINITY_GG_19709_c0_g2_i1.p1
OG0008335	TRINITY_GG_27702_c0_g1_i5.p1	TRINITY_GG_26597_c0_g1_i15.p1	TRINITY_GG_31019_c4_g1_i18.p1	TRINITY_GG_19709_c0_g1_i4.p1
OG0008336	TRINITY_GG_27727_c0_g1_i28.p1	TRINITY_GG_14644_c0_g1_i6.p1	TRINITY_GG_24836_c0_g2_i2.p1	TRINITY_GG_8968_c0_g1_i109.p1
OG0008337	TRINITY_GG_27727_c0_g1_i28.p2	TRINITY_GG_14644_c0_g1_i6.p2	TRINITY_GG_24836_c0_g2_i2.p2	TRINITY_GG_8968_c0_g1_i109.p2
OG0008338	TRINITY_GG_27731_c0_g1_i2.p1	TRINITY_GG_570_c0_g1_i76.p2	TRINITY_GG_20044_c3_g2_i36.p2	TRINITY_GG_10384_c0_g1_i15.p2
OG0008339	TRINITY_GG_27731_c2_g1_i2.p1	TRINITY_GG_570_c16_g1_i5.p1	TRINITY_GG_20044_c0_g1_i5.p1	TRINITY_GG_10384_c2_g1_i6.p1
OG0008340	TRINITY_GG_27731_c2_g1_i2.p2	TRINITY_GG_570_c16_g1_i5.p2	TRINITY_GG_20044_c0_g1_i5.p2	TRINITY_GG_10384_c2_g1_i6.p2
OG0008341	TRINITY_GG_27733_c0_g2_i2.p1	TRINITY_GG_570_c2_g1_i7.p1	TRINITY_GG_20044_c2_g1_i13.p1	TRINITY_GG_10384_c1_g2_i2.p1
OG0008342	TRINITY_GG_27742_c0_g1_i4.p1	TRINITY_GG_32342_c0_g1_i1.p1	TRINITY_GG_9072_c2_g2_i4.p1	TRINITY_GG_13210_c0_g1_i2.p1
OG0008343	TRINITY_GG_27754_c0_g1_i1.p1	TRINITY_GG_19852_c0_g1_i2.p1	TRINITY_GG_4799_c0_g1_i1.p1	TRINITY_GG_25704_c0_g1_i1.p1
OG0008344	TRINITY_GG_27757_c1_g1_i1.p2	TRINITY_GG_32835_c0_g1_i5.p2	TRINITY_GG_1925_c1_g1_i3.p1	TRINITY_GG_17113_c0_g1_i3.p1
OG0008345	TRINITY_GG_27757_c2_g2_i3.p1	TRINITY_GG_32834_c1_g1_i8.p1	TRINITY_GG_1925_c3_g1_i5.p1	TRINITY_GG_17114_c0_g1_i15.p1
OG0008346	TRINITY_GG_27763_c0_g1_i1.p1	TRINITY_GG_15150_c0_g1_i9.p1	TRINITY_GG_8159_c0_g1_i1.p1	TRINITY_GG_5048_c0_g1_i1.p1
OG0008347	TRINITY_GG_27764_c2_g1_i1.p1	TRINITY_GG_24327_c1_g1_i1.p1	TRINITY_GG_26824_c0_g1_i2.p1	TRINITY_GG_13513_c0_g1_i1.p1
OG0008348	TRINITY_GG_27770_c0_g1_i6.p1	TRINITY_GG_24054_c6_g1_i2.p1	TRINITY_GG_16725_c0_g1_i3.p1	TRINITY_GG_15947_c3_g2_i2.p1
OG0008349	TRINITY_GG_27771_c0_g1_i5.p1	TRINITY_GG_24054_c2_g1_i3.p1	TRINITY_GG_16724_c12_g1_i12.p1	TRINITY_GG_15947_c2_g1_i3.p1
OG0008350	TRINITY_GG_27772_c0_g1_i1.p1	TRINITY_GG_24054_c4_g1_i2.p1	TRINITY_GG_16722_c0_g1_i1.p1	TRINITY_GG_15948_c0_g1_i2.p1
OG0008351	TRINITY_GG_27773_c0_g1_i68.p1	TRINITY_GG_24054_c0_g1_i50.p1	TRINITY_GG_16723_c0_g1_i11.p1	TRINITY_GG_15947_c0_g1_i10.p1
OG0008352	TRINITY_GG_27773_c1_g1_i3.p1	TRINITY_GG_24054_c5_g1_i4.p1	TRINITY_GG_16724_c2_g1_i1.p1	TRINITY_GG_15947_c6_g1_i3.p1
OG0008353	TRINITY_GG_27773_c2_g2_i8.p1	TRINITY_GG_24054_c1_g1_i14.p1	TRINITY_GG_16724_c1_g1_i7.p1	TRINITY_GG_15947_c5_g1_i4.p1
OG0008354	TRINITY_GG_27773_c3_g1_i7.p1	TRINITY_GG_24054_c7_g1_i1.p1	TRINITY_GG_16723_c1_g1_i4.p1	TRINITY_GG_15947_c4_g1_i2.p1
OG0008355	TRINITY_GG_27787_c0_g1_i2.p1	TRINITY_GG_11068_c0_g1_i18.p1	TRINITY_GG_15305_c0_g1_i5.p1	TRINITY_GG_16874_c0_g1_i4.p1
OG0008356	TRINITY_GG_2778_c0_g1_i22.p1	TRINITY_GG_1750_c0_g1_i21.p1	TRINITY_GG_26614_c0_g1_i12.p1	TRINITY_GG_30840_c0_g1_i6.p1
OG0008357	TRINITY_GG_2782_c0_g1_i1.p1	TRINITY_GG_25173_c0_g1_i4.p1	TRINITY_GG_33663_c0_g1_i9.p1	TRINITY_GG_7608_c0_g1_i3.p1
OG0008358	TRINITY_GG_27844_c0_g1_i7.p1	TRINITY_GG_17236_c0_g1_i2.p1	TRINITY_GG_4198_c0_g2_i4.p1	TRINITY_GG_32985_c1_g2_i4.p1
OG0008359	TRINITY_GG_27851_c0_g1_i4.p1	TRINITY_GG_17241_c0_g1_i3.p1	TRINITY_GG_4178_c0_g1_i4.p1	TRINITY_GG_32985_c0_g1_i1.p1
OG0008362	TRINITY_GG_27865_c0_g1_i6.p1	TRINITY_GG_20873_c0_g2_i1.p1	TRINITY_GG_16171_c1_g1_i4.p1	TRINITY_GG_700_c1_g1_i1.p1
OG0008363	TRINITY_GG_27865_c1_g1_i16.p2	TRINITY_GG_20873_c1_g4_i1.p1	TRINITY_GG_16171_c0_g1_i1.p2	TRINITY_GG_700_c0_g2_i1.p2
OG0008364	TRINITY_GG_27865_c1_g1_i16.p1	TRINITY_GG_20873_c1_g2_i1.p1	TRINITY_GG_16171_c0_g1_i1.p1	TRINITY_GG_700_c0_g1_i4.p1
OG0008365	TRINITY_GG_27871_c0_g1_i3.p2	TRINITY_GG_32503_c0_g1_i1.p3	TRINITY_GG_21461_c1_g1_i12.p2	TRINITY_GG_5740_c2_g1_i2.p1
OG0008366	TRINITY_GG_27872_c1_g1_i9.p1	TRINITY_GG_32504_c1_g1_i1.p1	TRINITY_GG_21454_c1_g1_i14.p1	TRINITY_GG_5741_c4_g1_i4.p1
OG0008367	TRINITY_GG_27872_c1_g1_i9.p3	TRINITY_GG_32504_c1_g1_i1.p3	TRINITY_GG_21454_c1_g1_i14.p2	TRINITY_GG_5741_c4_g1_i4.p2
OG0008368	TRINITY_GG_27873_c1_g2_i1.p1	TRINITY_GG_32508_c1_g1_i6.p1	TRINITY_GG_21461_c5_g1_i3.p1	TRINITY_GG_5740_c0_g1_i1.p1
OG0008369	TRINITY_GG_27874_c0_g1_i3.p1	TRINITY_GG_32506_c0_g1_i6.p1	TRINITY_GG_21455_c0_g1_i7.p1	TRINITY_GG_5741_c0_g1_i4.p1
OG0008370	TRINITY_GG_27874_c2_g2_i2.p1	TRINITY_GG_32506_c3_g1_i4.p1	TRINITY_GG_21455_c0_g2_i5.p1	TRINITY_GG_5741_c2_g1_i10.p1
OG0008371	TRINITY_GG_27874_c4_g1_i6.p1	TRINITY_GG_32506_c2_g2_i4.p1	TRINITY_GG_21455_c20_g1_i1.p1	TRINITY_GG_5741_c0_g1_i4.p2
OG0008372	TRINITY_GG_27874_c7_g1_i1.p1	TRINITY_GG_32506_c4_g1_i1.p1	TRINITY_GG_21455_c1_g1_i1.p1	TRINITY_GG_5741_c6_g1_i1.p1
OG0008373	TRINITY_GG_27881_c0_g1_i53.p2	TRINITY_GG_13278_c0_g1_i17.p4	TRINITY_GG_30853_c1_g1_i3.p2	TRINITY_GG_33412_c1_g2_i72.p4
OG0008374	TRINITY_GG_27881_c0_g1_i53.p1	TRINITY_GG_13278_c0_g1_i17.p2	TRINITY_GG_30853_c1_g1_i3.p1	TRINITY_GG_33412_c1_g2_i72.p1
OG0008375	TRINITY_GG_27881_c1_g1_i7.p1	TRINITY_GG_13278_c0_g1_i17.p1	TRINITY_GG_30853_c3_g1_i2.p1	TRINITY_GG_33412_c1_g5_i1.p1
OG0008376	TRINITY_GG_27881_c2_g1_i21.p1	TRINITY_GG_13278_c7_g1_i48.p1	TRINITY_GG_30853_c0_g1_i64.p2	TRINITY_GG_33412_c0_g2_i23.p2
OG0008377	TRINITY_GG_27881_c2_g1_i21.p2	TRINITY_GG_13278_c7_g1_i48.p2	TRINITY_GG_30853_c0_g1_i64.p1	TRINITY_GG_33412_c0_g2_i23.p1
OG0008378	TRINITY_GG_27884_c0_g1_i2.p1	TRINITY_GG_11600_c2_g1_i1.p1	TRINITY_GG_6043_c1_g1_i1.p1	TRINITY_GG_15546_c2_g1_i2.p1
OG0008379	TRINITY_GG_27889_c0_g1_i6.p1	TRINITY_GG_5617_c0_g1_i15.p1	TRINITY_GG_2231_c1_g2_i3.p1	TRINITY_GG_19845_c0_g1_i3.p1
OG0008380	TRINITY_GG_2788_c0_g1_i12.p1	TRINITY_GG_22501_c0_g1_i11.p1	TRINITY_GG_4058_c1_g1_i20.p1	TRINITY_GG_13794_c0_g1_i1.p1
OG0008381	TRINITY_GG_2788_c1_g1_i4.p1	TRINITY_GG_22501_c1_g1_i2.p1	TRINITY_GG_4058_c0_g1_i1.p1	TRINITY_GG_13794_c1_g1_i1.p1
OG0008382	TRINITY_GG_27891_c0_g1_i1.p1	TRINITY_GG_5617_c2_g1_i1.p1	TRINITY_GG_2231_c0_g1_i3.p1	TRINITY_GG_19842_c0_g1_i2.p1
OG0008383	TRINITY_GG_27892_c0_g1_i13.p1	TRINITY_GG_5621_c0_g1_i22.p1	TRINITY_GG_2228_c4_g1_i32.p1	TRINITY_GG_19840_c0_g1_i10.p1
OG0008384	TRINITY_GG_27899_c7_g1_i1.p1	TRINITY_GG_5618_c1_g1_i1.p1	TRINITY_GG_2228_c1_g2_i1.p1	TRINITY_GG_19844_c17_g1_i1.p1
OG0008385	TRINITY_GG_27904_c0_g1_i12.p1	TRINITY_GG_21085_c0_g1_i6.p1	TRINITY_GG_10004_c0_g1_i7.p1	TRINITY_GG_3238_c0_g1_i18.p1
OG0008386	TRINITY_GG_27904_c1_g1_i13.p1	TRINITY_GG_21091_c0_g1_i5.p1	TRINITY_GG_9999_c0_g1_i1.p1	TRINITY_GG_3236_c0_g2_i2.p1
OG0008387	TRINITY_GG_27904_c2_g2_i5.p1	TRINITY_GG_21090_c1_g2_i7.p1	TRINITY_GG_10007_c1_g1_i12.p1	TRINITY_GG_3240_c0_g1_i8.p1
OG0008389	TRINITY_GG_27905_c0_g1_i14.p1	TRINITY_GG_21081_c0_g1_i9.p1	TRINITY_GG_10000_c0_g1_i9.p1	TRINITY_GG_3239_c0_g1_i4.p2
OG0008390	TRINITY_GG_27906_c0_g1_i4.p1	TRINITY_GG_21087_c0_g1_i5.p1	TRINITY_GG_9997_c0_g1_i6.p1	TRINITY_GG_3236_c0_g1_i19.p1
OG0008391	TRINITY_GG_27906_c2_g1_i13.p1	TRINITY_GG_21078_c1_g1_i11.p1	TRINITY_GG_10000_c1_g3_i22.p1	TRINITY_GG_3239_c1_g1_i6.p1
OG0008392	TRINITY_GG_27912_c0_g1_i14.p2	TRINITY_GG_660_c0_g2_i2.p1	TRINITY_GG_19515_c0_g1_i2.p2	TRINITY_GG_12530_c0_g1_i11.p2
OG0008393	TRINITY_GG_27912_c0_g1_i14.p1	TRINITY_GG_660_c0_g1_i3.p1	TRINITY_GG_19515_c0_g1_i2.p1	TRINITY_GG_12530_c0_g1_i11.p1
OG0008394	TRINITY_GG_27924_c0_g1_i15.p1	TRINITY_GG_31853_c2_g1_i5.p1	TRINITY_GG_23957_c2_g1_i2.p1	TRINITY_GG_1489_c1_g2_i7.p1
OG0008395	TRINITY_GG_27924_c1_g1_i11.p1	TRINITY_GG_31853_c3_g1_i8.p1	TRINITY_GG_23957_c3_g1_i45.p2	TRINITY_GG_1489_c2_g1_i6.p2
OG0008396	TRINITY_GG_27926_c0_g1_i1.p1	TRINITY_GG_31853_c1_g1_i25.p1	TRINITY_GG_23957_c0_g1_i18.p1	TRINITY_GG_1489_c0_g1_i10.p1
OG0008397	TRINITY_GG_2792_c0_g1_i3.p1	TRINITY_GG_26710_c0_g1_i2.p1	TRINITY_GG_14564_c0_g1_i3.p1	TRINITY_GG_19559_c0_g1_i1.p1
OG0008398	TRINITY_GG_27931_c0_g1_i1.p1	TRINITY_GG_21717_c0_g1_i1.p1	TRINITY_GG_2893_c1_g1_i2.p1	TRINITY_GG_4605_c0_g2_i1.p1
OG0008399	TRINITY_GG_2793_c0_g1_i4.p1	TRINITY_GG_15399_c1_g2_i1.p1	TRINITY_GG_23058_c0_g1_i3.p1	TRINITY_GG_3094_c4_g1_i1.p1
OG0008400	TRINITY_GG_27967_c0_g1_i23.p1	TRINITY_GG_18365_c0_g1_i10.p1	TRINITY_GG_22674_c0_g1_i25.p1	TRINITY_GG_13413_c1_g1_i1.p1
OG0008401	TRINITY_GG_27974_c0_g1_i1.p1	TRINITY_GG_3556_c0_g1_i1.p1	TRINITY_GG_15733_c0_g1_i1.p1	TRINITY_GG_7776_c0_g1_i6.p1
OG0008402	TRINITY_GG_27990_c2_g1_i6.p1	TRINITY_GG_28946_c0_g2_i2.p1	TRINITY_GG_1963_c0_g1_i20.p1	TRINITY_GG_2410_c0_g1_i25.p1
OG0008403	TRINITY_GG_28003_c0_g1_i1.p1	TRINITY_GG_22295_c0_g2_i1.p2	TRINITY_GG_4514_c0_g2_i5.p1	TRINITY_GG_4981_c1_g1_i20.p2
OG0008405	TRINITY_GG_28006_c0_g1_i2.p1	TRINITY_GG_22294_c0_g1_i14.p1	TRINITY_GG_4519_c0_g1_i4.p1	TRINITY_GG_4978_c0_g1_i7.p1
OG0008406	TRINITY_GG_28010_c0_g1_i6.p2	TRINITY_GG_7793_c1_g1_i1.p2	TRINITY_GG_35714_c0_g1_i1.p2	TRINITY_GG_31299_c0_g2_i6.p2
OG0008407	TRINITY_GG_28010_c0_g1_i6.p1	TRINITY_GG_7793_c1_g1_i1.p1	TRINITY_GG_35714_c0_g1_i1.p1	TRINITY_GG_31299_c0_g2_i6.p1
OG0008408	TRINITY_GG_28010_c1_g2_i1.p1	TRINITY_GG_7793_c0_g1_i4.p1	TRINITY_GG_35716_c0_g1_i6.p1	TRINITY_GG_31301_c0_g1_i7.p1
OG0008409	TRINITY_GG_28057_c0_g1_i2.p1	TRINITY_GG_34075_c0_g1_i1.p1	TRINITY_GG_21904_c0_g1_i1.p1	TRINITY_GG_21939_c0_g1_i1.p1
OG0008410	TRINITY_GG_28062_c0_g1_i2.p2	TRINITY_GG_11941_c0_g1_i2.p2	TRINITY_GG_8739_c0_g1_i3.p2	TRINITY_GG_23218_c0_g1_i1.p2
OG0008411	TRINITY_GG_28064_c0_g1_i4.p1	TRINITY_GG_11687_c0_g2_i1.p1	TRINITY_GG_20124_c0_g1_i3.p1	TRINITY_GG_23479_c0_g1_i5.p1
OG0008412	TRINITY_GG_28065_c0_g1_i10.p2	TRINITY_GG_32044_c0_g1_i12.p3	TRINITY_GG_16800_c0_g1_i7.p3	TRINITY_GG_28844_c0_g1_i52.p3
OG0008413	TRINITY_GG_28065_c0_g1_i10.p1	TRINITY_GG_32044_c0_g1_i12.p2	TRINITY_GG_16800_c0_g1_i7.p2	TRINITY_GG_28844_c0_g1_i52.p2
OG0008414	TRINITY_GG_28065_c1_g1_i3.p1	TRINITY_GG_32044_c1_g2_i5.p1	TRINITY_GG_16800_c1_g1_i6.p1	TRINITY_GG_28844_c1_g1_i2.p1
OG0008415	TRINITY_GG_2806_c1_g2_i1.p1	TRINITY_GG_4626_c1_g1_i1.p2	TRINITY_GG_5008_c1_g1_i1.p2	TRINITY_GG_4417_c0_g1_i4.p1
OG0008416	TRINITY_GG_28070_c0_g1_i1.p1	TRINITY_GG_16166_c0_g1_i2.p1	TRINITY_GG_22770_c0_g1_i14.p1	TRINITY_GG_14760_c0_g1_i7.p1
OG0008417	TRINITY_GG_28071_c0_g1_i1.p1	TRINITY_GG_16167_c1_g1_i6.p1	TRINITY_GG_22768_c2_g1_i15.p1	TRINITY_GG_14758_c2_g2_i2.p1
OG0008418	TRINITY_GG_28072_c1_g1_i2.p1	TRINITY_GG_16168_c4_g1_i2.p1	TRINITY_GG_22768_c0_g1_i1.p1	TRINITY_GG_14756_c0_g1_i4.p1
OG0008419	TRINITY_GG_28072_c3_g1_i4.p1	TRINITY_GG_16168_c5_g1_i6.p1	TRINITY_GG_22764_c2_g1_i10.p1	TRINITY_GG_14756_c9_g1_i1.p1
OG0008420	TRINITY_GG_28072_c4_g1_i1.p1	TRINITY_GG_16168_c0_g2_i5.p1	TRINITY_GG_22764_c22_g2_i3.p1	TRINITY_GG_14756_c8_g1_i6.p1
OG0008421	TRINITY_GG_28072_c5_g1_i14.p1	TRINITY_GG_16168_c1_g1_i2.p1	TRINITY_GG_22764_c0_g2_i3.p1	TRINITY_GG_14756_c43_g1_i3.p1
OG0008422	TRINITY_GG_28077_c0_g1_i4.p1	TRINITY_GG_16168_c24_g1_i4.p1	TRINITY_GG_22768_c3_g1_i4.p1	TRINITY_GG_14758_c0_g1_i2.p1
OG0008423	TRINITY_GG_28077_c1_g1_i97.p1	TRINITY_GG_16168_c10_g1_i24.p2	TRINITY_GG_22768_c1_g1_i4.p2	TRINITY_GG_14757_c0_g1_i17.p1
OG0008424	TRINITY_GG_28077_c1_g1_i97.p2	TRINITY_GG_16168_c10_g1_i24.p1	TRINITY_GG_22768_c1_g1_i4.p1	TRINITY_GG_14757_c0_g1_i17.p2
OG0008425	TRINITY_GG_28078_c0_g1_i14.p1	TRINITY_GG_13586_c2_g1_i8.p1	TRINITY_GG_9832_c2_g1_i9.p1	TRINITY_GG_31918_c0_g1_i2.p1
OG0008426	TRINITY_GG_28080_c0_g2_i9.p6	TRINITY_GG_13585_c2_g1_i30.p3	TRINITY_GG_9835_c0_g1_i11.p2	TRINITY_GG_31916_c0_g1_i13.p2
OG0008427	TRINITY_GG_28080_c1_g1_i50.p1	TRINITY_GG_13585_c0_g1_i20.p1	TRINITY_GG_9835_c1_g1_i49.p1	TRINITY_GG_31916_c2_g1_i22.p1
OG0008428	TRINITY_GG_28080_c4_g1_i2.p1	TRINITY_GG_13585_c4_g2_i3.p1	TRINITY_GG_9835_c7_g1_i6.p2	TRINITY_GG_31916_c4_g1_i1.p1
OG0008429	TRINITY_GG_28083_c0_g1_i17.p1	TRINITY_GG_13586_c1_g1_i12.p1	TRINITY_GG_9832_c0_g1_i11.p1	TRINITY_GG_31917_c0_g1_i12.p1
OG0008430	TRINITY_GG_28083_c0_g1_i17.p6	TRINITY_GG_13586_c1_g1_i12.p5	TRINITY_GG_9832_c0_g1_i11.p5	TRINITY_GG_31917_c0_g1_i12.p5
OG0008431	TRINITY_GG_28083_c1_g1_i1.p1	TRINITY_GG_13586_c3_g1_i1.p1	TRINITY_GG_9832_c3_g1_i2.p1	TRINITY_GG_31918_c2_g1_i2.p1
OG0008432	TRINITY_GG_28085_c0_g1_i17.p1	TRINITY_GG_556_c0_g1_i16.p1	TRINITY_GG_10842_c0_g1_i10.p1	TRINITY_GG_34276_c4_g1_i27.p1
OG0008433	TRINITY_GG_28086_c0_g1_i5.p1	TRINITY_GG_556_c1_g1_i10.p1	TRINITY_GG_10842_c3_g1_i1.p1	TRINITY_GG_34276_c0_g2_i1.p1
OG0008434	TRINITY_GG_28089_c1_g1_i1.p1	TRINITY_GG_556_c3_g2_i8.p1	TRINITY_GG_10842_c4_g1_i1.p1	TRINITY_GG_34276_c2_g1_i1.p1
OG0008435	TRINITY_GG_28090_c0_g2_i7.p1	TRINITY_GG_556_c2_g1_i4.p1	TRINITY_GG_10842_c1_g1_i1.p1	TRINITY_GG_34276_c1_g1_i6.p1
OG0008436	TRINITY_GG_28093_c16_g1_i62.p1	TRINITY_GG_23613_c0_g1_i47.p1	TRINITY_GG_7117_c0_g1_i8.p1	TRINITY_GG_678_c0_g1_i30.p1
OG0008437	TRINITY_GG_28093_c1_g1_i7.p1	TRINITY_GG_23615_c0_g1_i2.p1	TRINITY_GG_7114_c0_g1_i3.p1	TRINITY_GG_671_c0_g1_i1.p1
OG0008438	TRINITY_GG_28096_c0_g1_i17.p1	TRINITY_GG_23633_c0_g1_i3.p1	TRINITY_GG_7119_c0_g1_i12.p1	TRINITY_GG_682_c0_g1_i2.p1
OG0008439	TRINITY_GG_28096_c14_g1_i11.p2	TRINITY_GG_23633_c1_g1_i3.p1	TRINITY_GG_7103_c0_g1_i8.p1	TRINITY_GG_665_c0_g1_i37.p1
OG0008440	TRINITY_GG_28096_c2_g1_i11.p1	TRINITY_GG_23633_c2_g1_i10.p1	TRINITY_GG_7103_c24_g1_i9.p1	TRINITY_GG_668_c0_g1_i3.p1
OG0008441	TRINITY_GG_28096_c6_g1_i1.p1	TRINITY_GG_23633_c3_g2_i5.p1	TRINITY_GG_7103_c2_g1_i1.p1	TRINITY_GG_668_c2_g1_i1.p1
OG0008442	TRINITY_GG_28098_c0_g1_i1.p1	TRINITY_GG_23602_c1_g1_i1.p1	TRINITY_GG_7098_c0_g1_i1.p1	TRINITY_GG_666_c0_g1_i4.p1
OG0008443	TRINITY_GG_28102_c1_g1_i1.p1	TRINITY_GG_23631_c4_g2_i2.p1	TRINITY_GG_7119_c11_g2_i1.p1	TRINITY_GG_673_c1_g1_i1.p1
OG0008444	TRINITY_GG_28102_c2_g1_i2.p1	TRINITY_GG_23623_c0_g1_i1.p1	TRINITY_GG_7101_c1_g1_i3.p1	TRINITY_GG_685_c0_g1_i3.p1
OG0008445	TRINITY_GG_28104_c0_g1_i1.p1	TRINITY_GG_23609_c2_g1_i2.p1	TRINITY_GG_7104_c0_g1_i1.p1	TRINITY_GG_681_c0_g1_i7.p1
OG0008446	TRINITY_GG_28104_c1_g1_i2.p1	TRINITY_GG_23609_c0_g1_i15.p1	TRINITY_GG_7104_c1_g1_i1.p1	TRINITY_GG_681_c1_g1_i1.p1
OG0008447	TRINITY_GG_28112_c1_g1_i18.p1	TRINITY_GG_23631_c31_g2_i2.p1	TRINITY_GG_7119_c1_g2_i7.p1	TRINITY_GG_680_c13_g1_i10.p1
OG0008448	TRINITY_GG_28112_c3_g1_i1.p1	TRINITY_GG_23631_c2_g1_i2.p1	TRINITY_GG_7119_c4_g1_i1.p1	TRINITY_GG_680_c1_g1_i1.p1
OG0008449	TRINITY_GG_28112_c4_g1_i1.p1	TRINITY_GG_23631_c3_g1_i2.p1	TRINITY_GG_7119_c9_g1_i1.p1	TRINITY_GG_680_c51_g1_i1.p2
OG0008450	TRINITY_GG_28112_c7_g2_i8.p2	TRINITY_GG_23631_c0_g1_i31.p3	TRINITY_GG_7119_c2_g1_i8.p3	TRINITY_GG_680_c6_g1_i7.p2
OG0008451	TRINITY_GG_28112_c7_g2_i8.p1	TRINITY_GG_23631_c0_g1_i31.p1	TRINITY_GG_7119_c2_g1_i8.p1	TRINITY_GG_680_c6_g1_i7.p1
OG0008453	TRINITY_GG_28130_c0_g1_i2.p1	TRINITY_GG_28199_c0_g1_i13.p1	TRINITY_GG_60_c0_g1_i10.p1	TRINITY_GG_20198_c0_g1_i2.p1
OG0008454	TRINITY_GG_28131_c0_g1_i2.p1	TRINITY_GG_28195_c0_g1_i1.p1	TRINITY_GG_57_c9_g1_i1.p1	TRINITY_GG_20207_c0_g1_i1.p1
OG0008455	TRINITY_GG_28146_c0_g1_i2.p1	TRINITY_GG_9759_c0_g1_i1.p1	TRINITY_GG_33803_c0_g1_i3.p1	TRINITY_GG_4293_c0_g1_i1.p1
OG0008456	TRINITY_GG_28150_c0_g1_i1.p1	TRINITY_GG_9743_c0_g1_i1.p1	TRINITY_GG_33805_c3_g1_i1.p1	TRINITY_GG_4283_c6_g1_i1.p1
OG0008457	TRINITY_GG_28152_c1_g1_i3.p2	TRINITY_GG_9750_c0_g1_i1.p2	TRINITY_GG_33806_c1_g1_i1.p2	TRINITY_GG_4292_c3_g1_i1.p2
OG0008458	TRINITY_GG_28152_c1_g1_i3.p1	TRINITY_GG_9750_c0_g1_i1.p1	TRINITY_GG_33806_c1_g1_i1.p1	TRINITY_GG_4292_c3_g1_i1.p1
OG0008459	TRINITY_GG_28152_c4_g1_i2.p1	TRINITY_GG_9753_c3_g1_i1.p1	TRINITY_GG_33806_c2_g1_i10.p2	TRINITY_GG_4292_c4_g1_i1.p1
OG0008460	TRINITY_GG_28161_c18_g2_i1.p1	TRINITY_GG_4988_c3_g1_i1.p1	TRINITY_GG_33348_c2_g2_i4.p1	TRINITY_GG_25563_c3_g1_i3.p1
OG0008461	TRINITY_GG_28161_c2_g1_i1.p1	TRINITY_GG_4988_c2_g2_i1.p1	TRINITY_GG_33348_c1_g1_i4.p1	TRINITY_GG_25563_c2_g1_i2.p1
OG0008462	TRINITY_GG_28166_c0_g1_i6.p1	TRINITY_GG_26649_c0_g1_i12.p1	TRINITY_GG_29188_c0_g1_i18.p1	TRINITY_GG_22749_c0_g1_i8.p1
OG0008463	TRINITY_GG_28173_c0_g1_i55.p1	TRINITY_GG_26654_c0_g1_i19.p1	TRINITY_GG_29177_c0_g1_i6.p1	TRINITY_GG_22751_c0_g1_i10.p1
OG0008464	TRINITY_GG_28173_c1_g1_i87.p1	TRINITY_GG_26653_c0_g1_i9.p1	TRINITY_GG_29180_c0_g1_i15.p1	TRINITY_GG_22752_c0_g1_i38.p1
OG0008465	TRINITY_GG_28174_c0_g1_i1.p1	TRINITY_GG_26654_c1_g1_i2.p1	TRINITY_GG_29185_c0_g1_i1.p1	TRINITY_GG_22751_c1_g1_i1.p1
OG0008466	TRINITY_GG_28185_c0_g1_i5.p1	TRINITY_GG_6095_c0_g1_i6.p1	TRINITY_GG_30704_c0_g1_i2.p1	TRINITY_GG_8622_c0_g2_i5.p1
