Orthogroup	kohalensis	neospisa	paranigra	spisa	termite
OG0005530	TRINITY_GG_25793_c1_g1_i42.p2	TRINITY_GG_28455_c1_g1_i28.p2	TRINITY_GG_34560_c1_g1_i6.p5	TRINITY_GG_25391_c1_g1_i8.p2	A0A067QXJ0|unreviewed|SAM-dependent
OG0005531	TRINITY_GG_25793_c1_g1_i42.p3	TRINITY_GG_28455_c1_g1_i28.p3	TRINITY_GG_34560_c1_g1_i6.p3	TRINITY_GG_25391_c2_g1_i1.p1	A0A067R204|unreviewed|Nucleoporin
OG0005534	TRINITY_GG_25811_c0_g1_i1.p1	TRINITY_GG_7638_c0_g1_i5.p1	TRINITY_GG_14539_c0_g1_i2.p1	TRINITY_GG_17468_c0_g1_i1.p1	A0A067RA42|unreviewed|Nucleolar
OG0005535	TRINITY_GG_25814_c0_g1_i5.p1	TRINITY_GG_19729_c3_g1_i14.p1	TRINITY_GG_13985_c0_g1_i21.p1	TRINITY_GG_28117_c0_g1_i1.p1	A0A067R5R4|unreviewed|Doublecortin-like
OG0005536	TRINITY_GG_25814_c0_g1_i5.p2	TRINITY_GG_19729_c3_g1_i14.p2	TRINITY_GG_13985_c0_g1_i21.p2	TRINITY_GG_28117_c0_g1_i1.p2	A0A067R2G7|unreviewed|UBC
OG0005537	TRINITY_GG_25817_c1_g1_i18.p1	TRINITY_GG_19733_c14_g1_i13.p1	TRINITY_GG_13983_c0_g1_i11.p1	TRINITY_GG_28120_c1_g3_i1.p1	A0A067RQJ4|unreviewed|Uncharacterized
OG0005538	TRINITY_GG_25822_c0_g1_i3.p1	TRINITY_GG_23441_c0_g1_i1.p1	TRINITY_GG_14334_c1_g1_i3.p1	TRINITY_GG_28128_c1_g1_i2.p1	A0A067RH86|unreviewed|Dolichyldiphosphatase|taxID_136037
OG0005539	TRINITY_GG_25822_c2_g1_i63.p1	TRINITY_GG_23440_c0_g1_i50.p1	TRINITY_GG_14334_c2_g1_i25.p2	TRINITY_GG_28127_c0_g1_i35.p2	A0A067RRF0|unreviewed|Ubiquitin-associated
OG0005540	TRINITY_GG_25822_c4_g2_i3.p1	TRINITY_GG_23443_c1_g1_i6.p1	TRINITY_GG_14331_c1_g3_i2.p1	TRINITY_GG_28131_c2_g3_i1.p1	A0A067RFN5|unreviewed|40S
OG0005541	TRINITY_GG_25822_c5_g1_i2.p1	TRINITY_GG_23440_c8_g2_i4.p1	TRINITY_GG_14334_c0_g2_i1.p1	TRINITY_GG_28128_c0_g1_i2.p1	A0A067R0I6|unreviewed|AlbA_2
OG0005542	TRINITY_GG_25825_c0_g1_i9.p1	TRINITY_GG_942_c0_g1_i14.p1	TRINITY_GG_304_c1_g2_i5.p1	TRINITY_GG_34394_c0_g1_i6.p1	A0A067RFB2|unreviewed|Peptidase
OG0005543	TRINITY_GG_25829_c0_g1_i31.p1	TRINITY_GG_942_c1_g1_i3.p1	TRINITY_GG_304_c0_g1_i1.p1	TRINITY_GG_34393_c0_g1_i3.p1	A0A067RQP9|unreviewed|Protein
OG0005544	TRINITY_GG_25831_c0_g1_i5.p1	TRINITY_GG_5538_c0_g1_i9.p1	TRINITY_GG_29118_c0_g1_i3.p1	TRINITY_GG_4531_c0_g1_i10.p1	A0A067QH48|unreviewed|Endoplasmic
OG0005545	TRINITY_GG_25831_c1_g1_i21.p1	TRINITY_GG_5538_c2_g1_i23.p1	TRINITY_GG_29117_c0_g2_i1.p1	TRINITY_GG_4532_c0_g1_i22.p1	A0A067R0R3|unreviewed|Brother
OG0005546	TRINITY_GG_25844_c1_g1_i9.p3	TRINITY_GG_1425_c1_g1_i10.p3	TRINITY_GG_29587_c0_g1_i1.p1	TRINITY_GG_2300_c0_g1_i2.p1	A0A067R9E5|unreviewed|Uncharacterized
OG0005547	TRINITY_GG_25844_c1_g1_i9.p1	TRINITY_GG_1425_c1_g1_i10.p1	TRINITY_GG_29587_c6_g1_i7.p1	TRINITY_GG_2300_c8_g1_i13.p1	A0A067RD70|unreviewed|Zinc
OG0005548	TRINITY_GG_25844_c3_g1_i1.p1	TRINITY_GG_1425_c6_g1_i1.p1	TRINITY_GG_29587_c7_g1_i2.p1	TRINITY_GG_2297_c5_g1_i1.p1	A0A067RMX5|unreviewed|Armadillo
OG0005549	TRINITY_GG_25844_c7_g1_i1.p1	TRINITY_GG_1425_c5_g1_i2.p1	TRINITY_GG_29587_c2_g1_i1.p1	TRINITY_GG_2300_c1_g1_i2.p1	A0A067QH60|unreviewed|DUF1713
OG0005550	TRINITY_GG_25844_c8_g1_i1.p1	TRINITY_GG_1425_c4_g1_i1.p1	TRINITY_GG_29587_c5_g1_i1.p1	TRINITY_GG_2300_c3_g1_i2.p1	A0A067QSE2|unreviewed|Mediator
OG0005551	TRINITY_GG_2584_c0_g1_i4.p1	TRINITY_GG_33515_c0_g1_i3.p2	TRINITY_GG_14199_c0_g3_i9.p2	TRINITY_GG_23156_c0_g1_i14.p2	A0A067QVF1|unreviewed|BTB
OG0005552	TRINITY_GG_25850_c1_g1_i3.p1	TRINITY_GG_8557_c0_g1_i2.p1	TRINITY_GG_30714_c2_g1_i1.p1	TRINITY_GG_32338_c0_g1_i2.p1	A0A067R0X3|unreviewed|RING
OG0005553	TRINITY_GG_25851_c0_g1_i14.p1	TRINITY_GG_8562_c0_g1_i10.p1	TRINITY_GG_30714_c0_g1_i7.p1	TRINITY_GG_32336_c0_g1_i9.p1	A0A067R5G4|unreviewed|BHLH
OG0005554	TRINITY_GG_25856_c0_g1_i8.p1	TRINITY_GG_4031_c0_g1_i25.p1	TRINITY_GG_3417_c0_g1_i22.p2	TRINITY_GG_13410_c0_g1_i5.p1	A0A067RM89|unreviewed|Adenylyltransferase
OG0005555	TRINITY_GG_25856_c1_g1_i5.p1	TRINITY_GG_4031_c0_g2_i6.p1	TRINITY_GG_3417_c1_g1_i7.p1	TRINITY_GG_13409_c0_g1_i1.p1	A0A067QTS3|unreviewed|Anaphase-promoting
OG0005556	TRINITY_GG_25867_c0_g1_i1.p1	TRINITY_GG_16911_c0_g1_i1.p1	TRINITY_GG_17390_c0_g1_i3.p1	TRINITY_GG_27752_c0_g1_i2.p1	A0A067QWL8|unreviewed|Uncharacterized
OG0005557	TRINITY_GG_25870_c0_g1_i2.p1	TRINITY_GG_22006_c0_g1_i2.p1	TRINITY_GG_10863_c0_g1_i6.p1	TRINITY_GG_22093_c0_g1_i6.p1	A0A067QII3|unreviewed|Glycosyltransferase
OG0005558	TRINITY_GG_25873_c0_g1_i47.p1	TRINITY_GG_22007_c0_g1_i7.p1	TRINITY_GG_10861_c2_g3_i37.p1	TRINITY_GG_22095_c1_g2_i13.p1	A0A067QZM1|unreviewed|Proteasome
OG0005559	TRINITY_GG_25873_c1_g1_i2.p1	TRINITY_GG_22007_c1_g1_i5.p1	TRINITY_GG_10861_c0_g1_i1.p1	TRINITY_GG_22094_c0_g1_i2.p1	A0A067RI63|unreviewed|Zinc
OG0005560	TRINITY_GG_25875_c0_g1_i1.p1	TRINITY_GG_22007_c2_g1_i1.p1	TRINITY_GG_10861_c1_g1_i2.p1	TRINITY_GG_22094_c1_g1_i1.p1	A0A067QQ32|unreviewed|PlsC
OG0005561	TRINITY_GG_25875_c1_g1_i1.p1	TRINITY_GG_22007_c4_g1_i1.p1	TRINITY_GG_10861_c5_g2_i2.p1	TRINITY_GG_22094_c0_g2_i2.p1	A0A067R5H4|unreviewed|Vacuolar
OG0005563	TRINITY_GG_25884_c0_g1_i5.p1	TRINITY_GG_1253_c1_g1_i3.p1	TRINITY_GG_25331_c3_g1_i5.p1	TRINITY_GG_20249_c0_g1_i2.p1	A0A067RMH1|unreviewed|Polycomb
OG0005564	TRINITY_GG_25886_c0_g1_i2.p1	TRINITY_GG_6756_c0_g1_i1.p1	TRINITY_GG_18528_c2_g1_i1.p1	TRINITY_GG_29107_c0_g1_i4.p1	A0A067R2G6|unreviewed|Leucine-rich
OG0005565	TRINITY_GG_25946_c2_g3_i7.p1	TRINITY_GG_20458_c2_g1_i7.p1	TRINITY_GG_4324_c0_g1_i5.p1	TRINITY_GG_18816_c5_g1_i23.p1	A0A067RTM6|unreviewed|Tr-type
OG0005566	TRINITY_GG_25954_c0_g2_i2.p2	TRINITY_GG_20449_c0_g1_i2.p2	TRINITY_GG_4313_c0_g2_i1.p2	TRINITY_GG_18816_c0_g1_i1.p2	A0A067RHE2|unreviewed|Protein
OG0005567	TRINITY_GG_25954_c0_g2_i2.p1	TRINITY_GG_20449_c0_g1_i2.p1	TRINITY_GG_4313_c0_g2_i1.p1	TRINITY_GG_18816_c0_g1_i1.p1	A0A067RRL0|unreviewed|SRR1
OG0005568	TRINITY_GG_25954_c1_g2_i30.p1	TRINITY_GG_20436_c0_g1_i126.p2	TRINITY_GG_4327_c0_g1_i33.p1	TRINITY_GG_18816_c1_g1_i96.p2	A0A067REG0|unreviewed|Calcium-transporting
OG0005569	TRINITY_GG_25954_c3_g1_i2.p1	TRINITY_GG_20436_c0_g1_i126.p1	TRINITY_GG_4327_c0_g1_i33.p2	TRINITY_GG_18816_c1_g1_i96.p1	A0A067RLD5|unreviewed|Uncharacterized
OG0005570	TRINITY_GG_25969_c1_g1_i3.p1	TRINITY_GG_22273_c1_g1_i9.p1	TRINITY_GG_18875_c1_g1_i10.p1	TRINITY_GG_26744_c1_g1_i14.p1	A0A067R0J7|unreviewed|XRCC1_N
OG0005572	TRINITY_GG_25985_c0_g1_i3.p1	TRINITY_GG_1152_c0_g1_i1.p1	TRINITY_GG_19569_c0_g1_i2.p1	TRINITY_GG_5596_c0_g1_i6.p1	A0A067RA55|unreviewed|Protein
OG0005573	TRINITY_GG_26050_c0_g1_i167.p1	TRINITY_GG_8902_c1_g1_i8.p1	TRINITY_GG_26961_c1_g1_i7.p1	TRINITY_GG_27904_c0_g1_i150.p1	A0A067QYJ1|unreviewed|Chromatin-remodeling
OG0005575	TRINITY_GG_26065_c0_g1_i10.p1	TRINITY_GG_2126_c0_g1_i6.p1	TRINITY_GG_5568_c1_g1_i97.p1	TRINITY_GG_8129_c0_g2_i31.p1	A0A067RAZ3|unreviewed|Uncharacterized
OG0005576	TRINITY_GG_26065_c1_g1_i10.p1	TRINITY_GG_2127_c0_g1_i22.p1	TRINITY_GG_5568_c6_g1_i19.p3	TRINITY_GG_8124_c0_g2_i2.p1	A0A067QZI7|unreviewed|Uncharacterized
OG0005577	TRINITY_GG_26076_c7_g1_i8.p1	TRINITY_GG_34836_c0_g1_i7.p1	TRINITY_GG_14113_c0_g1_i2.p1	TRINITY_GG_4100_c0_g1_i4.p1	A0A067R6N8|unreviewed|FCH
OG0005578	TRINITY_GG_26087_c0_g1_i14.p1	TRINITY_GG_21268_c0_g1_i7.p1	TRINITY_GG_15210_c0_g1_i2.p1	TRINITY_GG_13148_c0_g1_i6.p1	A0A067QT43|unreviewed|Eukaryotic
OG0005579	TRINITY_GG_26087_c1_g1_i1.p1	TRINITY_GG_21268_c1_g1_i1.p1	TRINITY_GG_15210_c0_g2_i4.p1	TRINITY_GG_13148_c1_g1_i5.p1	A0A067R4Z1|unreviewed|Uncharacterized
OG0005580	TRINITY_GG_26096_c0_g1_i2.p1	TRINITY_GG_6418_c0_g2_i3.p1	TRINITY_GG_19107_c1_g2_i3.p1	TRINITY_GG_8928_c2_g1_i4.p1	A0A067R7A3|unreviewed|BHLH
OG0005581	TRINITY_GG_26125_c1_g1_i4.p1	TRINITY_GG_26109_c3_g1_i3.p1	TRINITY_GG_19481_c2_g1_i1.p1	TRINITY_GG_20009_c1_g1_i4.p1	A0A067RCJ6|unreviewed|Autophagy-related
OG0005582	TRINITY_GG_26140_c0_g1_i10.p2	TRINITY_GG_31847_c0_g1_i25.p2	TRINITY_GG_35012_c0_g1_i30.p3	TRINITY_GG_4896_c0_g2_i1.p1	A0A067RLD3|unreviewed|t-SNARE
OG0005583	TRINITY_GG_26140_c1_g2_i6.p1	TRINITY_GG_31847_c1_g1_i3.p1	TRINITY_GG_35012_c1_g1_i1.p1	TRINITY_GG_4896_c1_g1_i2.p1	A0A067RHA3|unreviewed|Integrator
OG0005584	TRINITY_GG_26144_c0_g1_i4.p2	TRINITY_GG_31848_c0_g3_i1.p1	TRINITY_GG_35011_c0_g1_i8.p2	TRINITY_GG_4895_c0_g1_i8.p2	A0A067RFR2|unreviewed|Aprataxin
OG0005585	TRINITY_GG_26144_c1_g1_i7.p1	TRINITY_GG_31848_c1_g1_i9.p1	TRINITY_GG_35011_c1_g1_i15.p1	TRINITY_GG_4897_c0_g1_i45.p2	A0A067RAK7|unreviewed|Origin
OG0005586	TRINITY_GG_26144_c2_g1_i16.p1	TRINITY_GG_31848_c2_g2_i7.p1	TRINITY_GG_35011_c4_g1_i2.p1	TRINITY_GG_4895_c3_g1_i7.p1	A0A067RJ03|unreviewed|Uncharacterized
OG0005587	TRINITY_GG_26144_c5_g1_i5.p1	TRINITY_GG_31848_c6_g2_i1.p1	TRINITY_GG_35011_c2_g1_i2.p1	TRINITY_GG_4895_c8_g1_i3.p1	A0A067RU66|unreviewed|Retinol
OG0005588	TRINITY_GG_26145_c0_g1_i7.p2	TRINITY_GG_31851_c0_g1_i6.p2	TRINITY_GG_35010_c0_g1_i66.p2	TRINITY_GG_4895_c1_g1_i9.p1	A0A067R0A3|unreviewed|CN
OG0005589	TRINITY_GG_26145_c0_g1_i7.p3	TRINITY_GG_31851_c0_g1_i6.p3	TRINITY_GG_35010_c0_g1_i66.p3	TRINITY_GG_4895_c1_g1_i9.p2	A0A067R2Z1|unreviewed|Uncharacterized
OG0005590	TRINITY_GG_26145_c0_g1_i7.p1	TRINITY_GG_31851_c0_g1_i6.p1	TRINITY_GG_35010_c0_g1_i66.p1	TRINITY_GG_4895_c2_g1_i1.p1	A0A067QGS3|unreviewed|WH2
OG0005591	TRINITY_GG_26145_c1_g1_i7.p1	TRINITY_GG_31848_c4_g1_i4.p1	TRINITY_GG_35013_c0_g1_i2.p1	TRINITY_GG_4895_c7_g1_i11.p1	A0A067QK32|unreviewed|SERPIN
OG0005593	TRINITY_GG_26186_c0_g1_i26.p2	TRINITY_GG_19541_c0_g1_i15.p2	TRINITY_GG_28538_c0_g1_i12.p2	TRINITY_GG_7761_c0_g1_i33.p2	A0A067R056|unreviewed|Uncharacterized
OG0005594	TRINITY_GG_26203_c0_g1_i1.p1	TRINITY_GG_6014_c0_g1_i1.p1	TRINITY_GG_12796_c1_g1_i3.p1	TRINITY_GG_33710_c0_g1_i8.p1	A0A067REK0|unreviewed|Splicing
OG0005595	TRINITY_GG_26203_c1_g1_i14.p2	TRINITY_GG_6014_c1_g1_i7.p2	TRINITY_GG_12796_c0_g1_i20.p2	TRINITY_GG_33710_c1_g1_i4.p2	A0A067R5N3|unreviewed|GPN-loop
OG0005596	TRINITY_GG_26203_c1_g1_i14.p1	TRINITY_GG_6014_c1_g1_i7.p1	TRINITY_GG_12796_c0_g1_i20.p1	TRINITY_GG_33710_c1_g1_i4.p1	A0A067R7P6|unreviewed|GPN-loop
OG0005597	TRINITY_GG_26205_c0_g2_i5.p1	TRINITY_GG_6014_c3_g1_i11.p1	TRINITY_GG_12796_c0_g2_i2.p1	TRINITY_GG_33710_c2_g1_i1.p1	A0A067R7R6|unreviewed|[Histone
OG0005598	TRINITY_GG_26207_c0_g1_i2.p1	TRINITY_GG_30878_c1_g1_i2.p1	TRINITY_GG_18545_c0_g2_i2.p1	TRINITY_GG_31960_c0_g1_i1.p1	A0A067R0E3|unreviewed|Beta-Casp
OG0005599	TRINITY_GG_26212_c0_g1_i5.p1	TRINITY_GG_23098_c0_g1_i6.p1	TRINITY_GG_35689_c0_g1_i6.p1	TRINITY_GG_2389_c0_g1_i16.p1	A0A067RF96|unreviewed|Nuclear
OG0005600	TRINITY_GG_26214_c0_g1_i6.p1	TRINITY_GG_23097_c0_g1_i2.p1	TRINITY_GG_35690_c0_g1_i4.p1	TRINITY_GG_2389_c1_g1_i8.p1	A0A067QR02|unreviewed|Ubiquitinyl
OG0005602	TRINITY_GG_26321_c0_g1_i3.p1	TRINITY_GG_27706_c0_g1_i4.p1	TRINITY_GG_9859_c1_g1_i10.p1	TRINITY_GG_35082_c0_g1_i3.p1	A0A067QPD4|unreviewed|Charged
OG0005603	TRINITY_GG_2636_c1_g2_i2.p1	TRINITY_GG_6444_c1_g2_i1.p1	TRINITY_GG_29107_c5_g1_i1.p1	TRINITY_GG_5458_c1_g1_i1.p1	A0A067RTP7|unreviewed|Cornichon-like
OG0005605	TRINITY_GG_2637_c1_g3_i8.p1	TRINITY_GG_6444_c2_g1_i2.p1	TRINITY_GG_29107_c6_g1_i2.p1	TRINITY_GG_5458_c2_g1_i2.p1	A0A067RUB1|unreviewed|Structural
OG0005606	TRINITY_GG_26386_c1_g1_i7.p1	TRINITY_GG_22601_c1_g1_i9.p1	TRINITY_GG_22883_c3_g1_i5.p1	TRINITY_GG_12606_c3_g1_i1.p1	A0A067QYK9|unreviewed|Inhibitor
OG0005608	TRINITY_GG_2641_c3_g1_i1.p1	TRINITY_GG_6450_c0_g1_i1.p2	TRINITY_GG_29107_c12_g1_i1.p1	TRINITY_GG_5451_c3_g2_i14.p2	A0A067RSS7|unreviewed|Protein
OG0005609	TRINITY_GG_2641_c4_g2_i4.p1	TRINITY_GG_6441_c0_g1_i10.p1	TRINITY_GG_29107_c1_g3_i2.p1	TRINITY_GG_5451_c2_g1_i5.p1	A0A067RIZ5|unreviewed|DUF5917
OG0005610	TRINITY_GG_26423_c0_g1_i7.p1	TRINITY_GG_5248_c1_g1_i1.p1	TRINITY_GG_3358_c0_g1_i1.p1	TRINITY_GG_33010_c0_g1_i1.p1	A0A067RJ85|unreviewed|Homeobox
OG0005613	TRINITY_GG_26473_c1_g1_i15.p1	TRINITY_GG_22745_c2_g1_i8.p1	TRINITY_GG_30727_c0_g1_i10.p1	TRINITY_GG_14503_c4_g1_i1.p1	A0A067R943|unreviewed|Centrosomal
OG0005614	TRINITY_GG_26473_c1_g1_i15.p2	TRINITY_GG_22745_c2_g2_i4.p1	TRINITY_GG_30727_c3_g1_i5.p1	TRINITY_GG_14503_c4_g1_i1.p2	A0A067R746|unreviewed|LRRcap
OG0005615	TRINITY_GG_26478_c0_g1_i2.p1	TRINITY_GG_22743_c3_g2_i1.p1	TRINITY_GG_30730_c2_g2_i5.p1	TRINITY_GG_14503_c0_g1_i4.p1	A0A067QZY2|unreviewed|GDP-Man_Man_3_GlcNAc_2_-PP-Dol
OG0005616	TRINITY_GG_26488_c0_g1_i3.p1	TRINITY_GG_16339_c3_g1_i2.p1	TRINITY_GG_2595_c2_g1_i3.p1	TRINITY_GG_10837_c10_g1_i2.p1	A0A067QVP8|unreviewed|PHD
OG0005617	TRINITY_GG_26488_c11_g1_i11.p1	TRINITY_GG_16339_c0_g1_i8.p1	TRINITY_GG_2595_c0_g1_i38.p1	TRINITY_GG_10837_c4_g1_i4.p1	A0A067QQ53|unreviewed|FIP-RBD
OG0005618	TRINITY_GG_26488_c1_g1_i36.p1	TRINITY_GG_16339_c12_g1_i34.p1	TRINITY_GG_2595_c4_g1_i7.p1	TRINITY_GG_10837_c6_g1_i14.p1	A0A067QZM3|unreviewed|RuvB-like
OG0005619	TRINITY_GG_26488_c2_g1_i6.p1	TRINITY_GG_16339_c1_g1_i37.p1	TRINITY_GG_2595_c16_g1_i11.p1	TRINITY_GG_10837_c2_g1_i7.p1	A0A067RN68|unreviewed|Papilin|taxID_136037
OG0005620	TRINITY_GG_26488_c3_g1_i4.p3	TRINITY_GG_16339_c2_g1_i14.p2	TRINITY_GG_2595_c3_g1_i11.p3	TRINITY_GG_10837_c8_g1_i15.p3	A0A067REX9|unreviewed|dTMP
OG0005621	TRINITY_GG_26488_c3_g1_i4.p1	TRINITY_GG_16339_c2_g1_i14.p1	TRINITY_GG_2595_c3_g1_i11.p1	TRINITY_GG_10837_c8_g1_i15.p1	A0A067RCB2|unreviewed|Mannosyltransferase|taxID_136037
OG0005622	TRINITY_GG_26488_c7_g1_i6.p1	TRINITY_GG_16339_c0_g2_i34.p1	TRINITY_GG_2595_c1_g1_i20.p1	TRINITY_GG_10837_c1_g1_i47.p1	A0A067RT11|unreviewed|Transcriptional
OG0005623	TRINITY_GG_26491_c1_g1_i16.p1	TRINITY_GG_8918_c0_g1_i2.p1	TRINITY_GG_932_c0_g1_i9.p1	TRINITY_GG_31476_c0_g1_i4.p1	A0A067RX66|unreviewed|Insulin-like
OG0005624	TRINITY_GG_26492_c11_g1_i2.p1	TRINITY_GG_8918_c4_g1_i4.p1	TRINITY_GG_931_c8_g1_i6.p1	TRINITY_GG_31477_c4_g1_i8.p1	A0A067R6I8|unreviewed|Autophagy-related
OG0005625	TRINITY_GG_26492_c1_g1_i1.p1	TRINITY_GG_8918_c2_g1_i12.p1	TRINITY_GG_931_c11_g1_i5.p1	TRINITY_GG_31477_c3_g1_i2.p1	A0A067R1U4|unreviewed|Cell
OG0005626	TRINITY_GG_26492_c2_g1_i32.p2	TRINITY_GG_8918_c3_g1_i20.p2	TRINITY_GG_931_c1_g1_i15.p2	TRINITY_GG_31477_c2_g2_i4.p2	A0A067R4C9|unreviewed|NADH
OG0005627	TRINITY_GG_26492_c2_g1_i32.p1	TRINITY_GG_8918_c3_g1_i20.p1	TRINITY_GG_931_c1_g1_i15.p1	TRINITY_GG_31477_c2_g2_i4.p1	A0A067R8Q0|unreviewed|CP-type
OG0005628	TRINITY_GG_26501_c1_g1_i13.p1	TRINITY_GG_9355_c1_g1_i30.p1	TRINITY_GG_32291_c1_g1_i3.p1	TRINITY_GG_22202_c3_g1_i23.p1	A0A067RI68|unreviewed|TLDc
OG0005629	TRINITY_GG_26501_c1_g1_i13.p2	TRINITY_GG_9355_c1_g1_i30.p2	TRINITY_GG_32291_c1_g1_i3.p2	TRINITY_GG_22202_c3_g1_i23.p2	A0A067R8X5|unreviewed|Uncharacterized
OG0005630	TRINITY_GG_26506_c1_g1_i2.p1	TRINITY_GG_26098_c2_g1_i1.p1	TRINITY_GG_26568_c2_g1_i4.p1	TRINITY_GG_1564_c2_g1_i2.p1	A0A067RLU5|unreviewed|Exodeoxyribonuclease
OG0005631	TRINITY_GG_26506_c2_g1_i3.p1	TRINITY_GG_26098_c1_g2_i2.p1	TRINITY_GG_26568_c5_g1_i8.p1	TRINITY_GG_1565_c0_g1_i12.p1	A0A067RRE4|unreviewed|E3
OG0005632	TRINITY_GG_26506_c6_g1_i8.p1	TRINITY_GG_26098_c0_g1_i22.p2	TRINITY_GG_26568_c3_g1_i8.p1	TRINITY_GG_1564_c3_g2_i2.p1	A0A067R9R3|unreviewed|LRRcap
OG0005633	TRINITY_GG_26510_c0_g1_i2.p1	TRINITY_GG_17991_c0_g1_i4.p1	TRINITY_GG_26072_c3_g1_i1.p1	TRINITY_GG_20766_c1_g1_i1.p1	A0A067REE3|unreviewed|Methyltransf_11
OG0005634	TRINITY_GG_26513_c0_g1_i84.p1	TRINITY_GG_27632_c0_g1_i30.p1	TRINITY_GG_6715_c0_g1_i20.p1	TRINITY_GG_33559_c0_g1_i123.p1	A0A067R6H9|unreviewed|B-cell
OG0005635	TRINITY_GG_26523_c0_g1_i84.p1	TRINITY_GG_19977_c0_g1_i54.p1	TRINITY_GG_20455_c1_g1_i9.p1	TRINITY_GG_22553_c0_g1_i104.p1	A0A067R5J1|unreviewed|Putative
OG0005636	TRINITY_GG_26523_c0_g1_i84.p2	TRINITY_GG_19977_c0_g1_i54.p2	TRINITY_GG_20455_c0_g1_i65.p1	TRINITY_GG_22553_c0_g1_i104.p2	A0A067R3G0|unreviewed|UBC
OG0005637	TRINITY_GG_26525_c0_g1_i5.p1	TRINITY_GG_19977_c3_g1_i14.p1	TRINITY_GG_20455_c2_g2_i6.p1	TRINITY_GG_22553_c3_g1_i1.p1	A0A067R6P1|unreviewed|Protein
OG0005638	TRINITY_GG_26525_c1_g1_i12.p1	TRINITY_GG_19977_c1_g1_i23.p1	TRINITY_GG_20455_c3_g1_i26.p1	TRINITY_GG_22553_c1_g1_i62.p1	A0A067QXD6|unreviewed|Collagen
OG0005639	TRINITY_GG_2652_c5_g1_i1.p1	TRINITY_GG_15599_c6_g1_i1.p1	TRINITY_GG_33071_c11_g1_i1.p1	TRINITY_GG_23703_c4_g1_i2.p1	A0A067RDT3|unreviewed|Carbonic
OG0005640	TRINITY_GG_26565_c0_g1_i10.p2	TRINITY_GG_15947_c0_g1_i8.p2	TRINITY_GG_10686_c0_g1_i31.p2	TRINITY_GG_35272_c0_g2_i3.p2	A0A067RA22|unreviewed|Serine/threonine-protein
OG0005641	TRINITY_GG_26565_c1_g1_i2.p1	TRINITY_GG_15947_c1_g1_i12.p1	TRINITY_GG_10686_c1_g1_i3.p1	TRINITY_GG_35272_c0_g4_i3.p1	A0A067RGY2|unreviewed|Uncharacterized
OG0005642	TRINITY_GG_26566_c1_g1_i14.p1	TRINITY_GG_20740_c1_g1_i21.p1	TRINITY_GG_32783_c1_g1_i15.p1	TRINITY_GG_3859_c1_g1_i10.p1	A0A067QI32|unreviewed|Splicing
OG0005643	TRINITY_GG_2656_c0_g1_i1.p2	TRINITY_GG_15585_c8_g1_i1.p1	TRINITY_GG_33080_c0_g1_i1.p1	TRINITY_GG_23691_c0_g1_i3.p1	A0A067RA90|unreviewed|Proteasome
OG0005644	TRINITY_GG_26575_c0_g1_i3.p1	TRINITY_GG_34195_c1_g1_i3.p1	TRINITY_GG_221_c0_g3_i1.p1	TRINITY_GG_28421_c1_g4_i4.p1	A0A067R2N9|unreviewed|UDG
OG0005645	TRINITY_GG_26575_c2_g2_i3.p1	TRINITY_GG_34195_c0_g2_i2.p1	TRINITY_GG_221_c0_g4_i4.p1	TRINITY_GG_28421_c1_g2_i6.p1	A0A067RE77|unreviewed|Deubiquitinating
OG0005650	TRINITY_GG_2663_c2_g1_i5.p1	TRINITY_GG_15585_c18_g1_i8.p1	TRINITY_GG_33088_c2_g3_i5.p1	TRINITY_GG_23689_c1_g1_i4.p1	A0A067R446|unreviewed|Transcription
OG0005651	TRINITY_GG_2663_c3_g1_i6.p1	TRINITY_GG_15585_c4_g1_i9.p1	TRINITY_GG_33088_c8_g1_i4.p1	TRINITY_GG_23689_c4_g1_i2.p1	A0A067R656|unreviewed|Putative
OG0005652	TRINITY_GG_26645_c0_g1_i2.p1	TRINITY_GG_19773_c0_g1_i3.p1	TRINITY_GG_35311_c1_g1_i2.p1	TRINITY_GG_32725_c0_g1_i1.p1	A0A067QXK1|unreviewed|Chaoptin|taxID_136037
OG0005653	TRINITY_GG_26646_c0_g1_i3.p1	TRINITY_GG_19774_c0_g1_i5.p2	TRINITY_GG_35311_c0_g1_i7.p2	TRINITY_GG_32726_c4_g1_i4.p2	A0A067R8I9|unreviewed|Coiled-coil
OG0005654	TRINITY_GG_26648_c0_g1_i14.p2	TRINITY_GG_23416_c1_g1_i34.p2	TRINITY_GG_9722_c1_g1_i15.p1	TRINITY_GG_22405_c1_g1_i40.p2	A0A067R772|unreviewed|UBC
OG0005655	TRINITY_GG_26649_c0_g1_i5.p2	TRINITY_GG_27475_c0_g1_i1.p1	TRINITY_GG_16389_c0_g1_i1.p1	TRINITY_GG_20633_c4_g1_i1.p1	A0A067RBM4|unreviewed|Zinc
OG0005656	TRINITY_GG_26655_c0_g1_i7.p1	TRINITY_GG_13102_c0_g1_i2.p1	TRINITY_GG_12986_c1_g3_i7.p1	TRINITY_GG_11658_c0_g1_i1.p1	A0A067RD16|unreviewed|ADIPOR-like
OG0005658	TRINITY_GG_2665_c0_g1_i9.p1	TRINITY_GG_15587_c0_g1_i5.p1	TRINITY_GG_33084_c1_g1_i9.p1	TRINITY_GG_23704_c0_g1_i9.p1	A0A067RKJ3|unreviewed|Leucine-rich
